sentence,q1,q2,q3,q4,img_file
multiple women are doing what looks like yoga in room .,indoors,man-made,recreation,NA,7422016352.jpg
people in mid move while attending a dancing class .,indoors,man-made,recreation,NA,7422016352.jpg
three indoor track cyclist are being held balanced in place at the starting line by three attendants .,indoors,man-made,recreation,NA,7425128736.jpg
in an indoor bike arena <number> people are getting on bikes while men dressed in suits look on .,indoors,man-made,recreation,NA,7425128736.jpg
three bicyclists in blue uniforms prepare for the start of a race .,indoors,man-made,recreation,NA,7425128736.jpg
three people on bicycles at the starting line of a race .,indoors,man-made,recreation,NA,7425128736.jpg
three cyclists prepare at the starting line for a race .,indoors,man-made,recreation,NA,7425128736.jpg
"two girls , one dressed in a salmon colored shirt , the other dressed in red shirt , are dancing on a roof .",outdoors,man-made,transportation_urban,NA,7428276152.jpg
"two women , both wearing pink shirts , are dancing side by side on a rooftop overlooking a river and city .",outdoors,man-made,transportation_urban,NA,7428276152.jpg
two girls on a bridge dancing with the city skyline in the background,outdoors,man-made,transportation_urban,NA,7428276152.jpg
lets see how many people we can get to stare at us .,outdoors,man-made,transportation_urban,NA,7428276152.jpg
two woman dancing outside .,outdoors,man-made,transportation_urban,NA,7428276152.jpg
a straining man wearing a gray shirt is throwing a javelin with great force .,outdoors,man-made,recreation,NA,7430272380.jpg
javelin thrower wearing a dark shirt and preparing to throw .,outdoors,man-made,recreation,NA,7430272380.jpg
man holding a large stick and wearing gray pants and shirt .,outdoors,man-made,recreation,NA,7430272380.jpg
a man performing in a track or athletic competition .,outdoors,man-made,recreation,NA,7430272380.jpg
a man on the field is throwing a long stick,outdoors,man-made,recreation,NA,7430272380.jpg
"a white horse and a rider wearing a ale blue shirt , white pants , and a black helmet are jumping a hurdle .",outdoors,man-made,recreation,NA,7430281548.jpg
"a man wearing riding boots and a helmet is riding a white horse , and the horse is jumping a hurdle .",outdoors,man-made,recreation,NA,7430281548.jpg
a man riding a horse and jumping over a hurdle in a ring .,outdoors,man-made,recreation,NA,7430281548.jpg
"a man on a horse , jumping over a horse hurdle .",outdoors,man-made,recreation,NA,7430281548.jpg
equestrian competing in a competition,outdoors,man-made,recreation,NA,7430281548.jpg
"a horse back rider wearing white breeches , black tall boots , and spurs jumping a large oxen in a jumpers course on a gray horse with splint boots .",outdoors,man-made,recreation,NA,7430283024.jpg
there is a man in a blue shirt riding a white horse and jumping a hurdle .,outdoors,man-made,recreation,NA,7430283024.jpg
a person is riding a white horse while jumping obstacles .,outdoors,man-made,recreation,NA,7430283024.jpg
a white horse and its rider vault over two obstacles .,outdoors,man-made,recreation,NA,7430283024.jpg
a horse rider jumping a jump .,outdoors,man-made,recreation,NA,7430283024.jpg
a woman with a red shirt and blue boots wearing a plastic bag to protect her from the rain glances down at her bundle of bok choi vegetables .,outdoors,man-made,work_education,NA,74306574.jpg
a woman with blue boots standing in front of a large basket of vegetables .,outdoors,man-made,work_education,NA,74306574.jpg
a chinese woman has blue rain boots on and a poncho .,outdoors,man-made,work_education,NA,74306574.jpg
an asian woman in a vegetable market on a rainy day .,outdoors,man-made,work_education,NA,74306574.jpg
a woman sells vegetables in the rain,outdoors,man-made,work_education,NA,74306574.jpg
a man with brown hair and a brown jacket playing the trumpet at a concert .,indoors,man-made,recreation,NA,7431651498.jpg
the trumpeter played in front of the microphone in a soft light .,indoors,man-made,recreation,NA,7431651498.jpg
a curly-haired man in a suit plays the trumpet sideways .,indoors,man-made,recreation,NA,7431651498.jpg
a man in a suit plays a trumpet into a microphone .,indoors,man-made,recreation,NA,7431651498.jpg
guy in a suit playing the trumpet .,indoors,man-made,recreation,NA,7431651498.jpg
"three musicians on a stage , two are guitarists , and one is wearing a hat , black striped pants , strumming a red electric guitar , and the other guitarist is strumming a white guitar while the other musician is wearing blue jeans and a black t-shirt and singing .",indoors,man-made,recreation,NA,7438195398.jpg
a man wearing striped pants and a black and white checked hat plays an electric guitar while a man holding a microphone and another man holding a guitar stand in the background .,indoors,man-made,recreation,NA,7438195398.jpg
a man in a black jacket and checkered hat wearing black and white striped pants plays an electric guitar on a stage with a singer and another guitar player in the background .,indoors,man-made,recreation,NA,7438195398.jpg
a rock band playing on stage with the lead guitarist wearing white striped pants and the lead singer in a black shirt and jeans with the bass player in the background .,indoors,man-made,recreation,NA,7438195398.jpg
at a rock concert a man dressed in black and white pants and a checked hat plays his red guitar while another man sings .,indoors,man-made,recreation,NA,7438195398.jpg
a girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal .,outdoors,man-made,recreation,NA,7438344154.jpg
a girl wearing a green jersey chases down a soccer ball in an attempt to kick it in to the net .,outdoors,man-made,recreation,NA,7438344154.jpg
young female athlete shoots a goal in exciting soccer match-up .,outdoors,man-made,recreation,NA,7438344154.jpg
a female soccer player ready to score a goal during a game .,outdoors,man-made,recreation,NA,7438344154.jpg
a girl soccer player about to score a goal for her team .,outdoors,man-made,recreation,NA,7438344154.jpg
a young girl wearing a baseball or softball glove is raising her other hand while two kids stand behind her .,outdoors,man-made,recreation,NA,7443809320.jpg
a young girl wearing a red shirt with her right arm raised and left arm has a softball glove .,outdoors,man-made,recreation,NA,7443809320.jpg
three young people in red shirts with triple threat sports inscribed are at a ballgame .,outdoors,man-made,recreation,NA,7443809320.jpg
a young girl in a softball shirt waves and smiles .,outdoors,man-made,recreation,NA,7443809320.jpg
a young girl waving to someone off-camera .,outdoors,man-made,recreation,NA,7443809320.jpg
individual trying a task never done before but watching his image in the water below him .,outdoors,natural,NA,field_forest,746568292.jpg
a man in a red and black biking outfit rides his bike on a bridge over a body of water .,outdoors,natural,NA,field_forest,746568292.jpg
"a man rides a bicycle on a small bridge over a body of water , possibly a swamp .",outdoors,natural,NA,field_forest,746568292.jpg
a skilled bike rider navigates a thin course suspended over marshy swampland .,outdoors,natural,NA,field_forest,746568292.jpg
a competitive biker rides a bike across a wooden bridge over a stream .,outdoors,natural,NA,field_forest,746568292.jpg
a little boy holds fire sprinklers out in front of him .,outdoors,man-made,other_unclear,NA,747921928.jpg
a small boy holding two fireworks sparklers .,outdoors,man-made,other_unclear,NA,747921928.jpg
a boy plays with sparklers at night .,outdoors,man-made,other_unclear,NA,747921928.jpg
a child holds sparklers in the dark .,outdoors,man-made,other_unclear,NA,747921928.jpg
a boy holds two sparklers .,outdoors,man-made,other_unclear,NA,747921928.jpg
"two men painting a wall mural with vivid colors of pinks , greens and blue .",outdoors,man-made,transportation_urban,NA,748376144.jpg
two men painting graffiti on a wall .,outdoors,man-made,transportation_urban,NA,748376144.jpg
two men painting a colorful mural .,outdoors,man-made,transportation_urban,NA,748376144.jpg
two men touching up some graffiti .,outdoors,man-made,transportation_urban,NA,748376144.jpg
two men outdoors painting a wall .,outdoors,man-made,transportation_urban,NA,748376144.jpg
"a four-piece band plays on astroturf with a female bassist at the left , male guitarist with yellow shoes at the right and center .",indoors,man-made,recreation,NA,7501548316.jpg
a woman plays bass and sings with her bandmate with is a man playing guitar and the drummer plays in the background .,indoors,man-made,recreation,NA,7501548316.jpg
a band performs outside with a man and a woman singing with guitars in focus and a drum set behind them .,indoors,man-made,recreation,NA,7501548316.jpg
a musical group performing on a green carpet in front of small televisions .,indoors,man-made,recreation,NA,7501548316.jpg
a band performs on a green stage with televisions behind them .,indoors,man-made,recreation,NA,7501548316.jpg
a man jumps from a large boulder with a clear blue sky behind him .,outdoors,natural,NA,mountain,7513059830.jpg
bald man in glasses in the middle of a jump on a rock landscape .,outdoors,natural,NA,mountain,7513059830.jpg
a man in a black shirt is mid jump on a large rock formation .,outdoors,natural,NA,mountain,7513059830.jpg
a short-haired man is jumping while on top of a huge boulder .,outdoors,natural,NA,mountain,7513059830.jpg
man jumping excitedly on a mountain,outdoors,natural,NA,mountain,7513059830.jpg
"two men in construction hats are looking at a large piece of suspended machinery , while another man in a construction hat reaches for it .",outdoors,man-made,other_unclear,NA,7520731.jpg
<number> men in hard hats directing the placement of a large piece of equipment .,outdoors,man-made,other_unclear,NA,7520731.jpg
"three construction workers check a piece of dark blue , heavy equipment .",outdoors,man-made,other_unclear,NA,7520731.jpg
three men in hard hats guide large machinery .,outdoors,man-made,other_unclear,NA,7520731.jpg
construction workers are currently at work .,outdoors,man-made,other_unclear,NA,7520731.jpg
a man with a black t-shirt on with adidas written across the front and a woman with a white t-shirt on and a silver bangle on her left wrist sitting next to their bike on the ground in the park eating ice cream while people enjoy themselves all around them,outdoors,natural,NA,field_forest,7520828522.jpg
a young couple sits in a part eating ice cream as children play and other people enjoy themselves around them .,outdoors,natural,NA,field_forest,7520828522.jpg
couple in park eating ice cream cones with three other adults and two children in background .,outdoors,natural,NA,field_forest,7520828522.jpg
a couple enjoying ice cream outside on a nice day,outdoors,natural,NA,field_forest,7520828522.jpg
a couple eats ice cream in the park .,outdoors,natural,NA,field_forest,7520828522.jpg
a small white boy wearing batman pajamas is playing with tinker toys and is surrounded by lots of other toys which includes star wars and a small stuffed pony with a saddle .,indoors,man-made,domestic,NA,75344624.jpg
a little boy in a toy room wearing batman pajamas is building something with toys .,indoors,man-made,domestic,NA,75344624.jpg
a young boy in batman pajamas is playing with toys on a hardwood floor .,indoors,man-made,domestic,NA,75344624.jpg
a young boy constructs a wooden triangle in the middle of his playroom .,indoors,man-made,domestic,NA,75344624.jpg
a small child in batman pajamas playing with tinker toys .,indoors,man-made,domestic,NA,75344624.jpg
paint ball warriors in protective gear hide behind inflatable pink barriers as their teammates fire down range in the distance,outdoors,man-made,recreation,NA,7537460976.jpg
several people are playing an intense game of paintball while others watch from the sidelines .,outdoors,man-made,recreation,NA,7537460976.jpg
a man is crouched behind some cover while playing paintball .,outdoors,man-made,recreation,NA,7537460976.jpg
"a paintballer , is ducking under a red barrier .",outdoors,man-made,recreation,NA,7537460976.jpg
the red team winning the paintball tournament .,outdoors,man-made,recreation,NA,7537460976.jpg
a father and daughter are in a pottery class ; daughter looks on as the father shows her how it is done .,indoors,man-made,work_education,NA,754552706.jpg
two potters are making different things in some sort of art making contest .,indoors,man-made,work_education,NA,754552706.jpg
a child watches a man shape a ceramic object on a potter 's wheel .,indoors,man-made,work_education,NA,754552706.jpg
this man is doing some pottery while the child watches .,indoors,man-made,work_education,NA,754552706.jpg
a man teaches a child how to make pottery .,indoors,man-made,work_education,NA,754552706.jpg
a man wearing a red fez is riding a big green tractor and waving while a crowd mingles on the side of the street .,outdoors,man-made,transportation_urban,NA,755045922.jpg
"in a parade , a man wearing a red hat and driving a yellow and green old-fashioned truck is waving at the crowd .",outdoors,man-made,transportation_urban,NA,755045922.jpg
a man in a tall red hat is riding on a green tractor and waving to spectators .,outdoors,man-made,transportation_urban,NA,755045922.jpg
a shriner rides a large green tractor down the road during a parade .,outdoors,man-made,transportation_urban,NA,755045922.jpg
one veteran guy driving a green oliver tractor in a parade .,outdoors,man-made,transportation_urban,NA,755045922.jpg
"a young man , his shoes and backpack on the ground beneath him , lounges in a blue hammock slung between two small trees on a riverbank .",outdoors,natural,NA,body_of_water,7558058046.jpg
"a man resting in a blue hammock , boots and pack off , as he looks out over a flowing river .",outdoors,natural,NA,body_of_water,7558058046.jpg
a man lying in a hammock with his shoes and backpack on the ground .,outdoors,natural,NA,body_of_water,7558058046.jpg
a boy is relaxing in a hammock by a river .,outdoors,natural,NA,body_of_water,7558058046.jpg
a person sleeping in a hammock,outdoors,natural,NA,body_of_water,7558058046.jpg
"a man is hitting a golf ball out of a sand trap , there are green grass all around him .",outdoors,man-made,recreation,NA,7558229986.jpg
a man wearing shorts and a white shirt is hitting a golf ball out of the sand-trap .,outdoors,man-made,recreation,NA,7558229986.jpg
a man in gray shorts and a white shirt hitting a golf ball out of a sand trap .,outdoors,man-made,recreation,NA,7558229986.jpg
a male golfer tries to hit the golf ball out of a sand trap .,outdoors,man-made,recreation,NA,7558229986.jpg
a man is hitting a golf ball from a sand bunker,outdoors,man-made,recreation,NA,7558229986.jpg
"two children in a yard wearing sunglasses , with a play structure behind them .",outdoors,man-made,domestic,NA,756004341.jpg
two children wearing sunglasses sit outside of a plastic tent .,outdoors,man-made,domestic,NA,756004341.jpg
two little girls sitting in the grass wearing sunglasses .,outdoors,man-made,domestic,NA,756004341.jpg
two young children wearing sunglasses,outdoors,man-made,domestic,NA,756004341.jpg
two children in orange sunglasses .,outdoors,man-made,domestic,NA,756004341.jpg
a man in a gray hooded sweatshirt holds a paper plate and smiles in front of a crowd of people .,indoors,man-made,other_unclear,NA,757086242.jpg
a group of young people stand in the dark and talk to each other .,indoors,man-made,other_unclear,NA,757086242.jpg
a group of young people are standing outside at night .,indoors,man-made,other_unclear,NA,757086242.jpg
people stand around at some sort of gathering .,indoors,man-made,other_unclear,NA,757086242.jpg
a group of young people are gathered .,indoors,man-made,other_unclear,NA,757086242.jpg
the girl with the green scarf and the white dog appear to be playing .,indoors,man-made,domestic,NA,757332692.jpg
the light brown dog with white spots is nibbling on the girls hand .,indoors,man-made,domestic,NA,757332692.jpg
a woman dressed in green is playing with her tan dog .,indoors,man-made,domestic,NA,757332692.jpg
a tan dog licks a girls hand while laying down .,indoors,man-made,domestic,NA,757332692.jpg
a smiling woman punching a dog .,indoors,man-made,domestic,NA,757332692.jpg
"a young , brown-haired girl in a hello kitty shirt holding a bouquet of flowers wrapped in leopard print paper",outdoors,man-made,transportation_urban,NA,7573421864.jpg
a young girl in a hello kitty shirt holding a bouquet of white flowers .,outdoors,man-made,transportation_urban,NA,7573421864.jpg
a little girl in a hello kitty shirt holding a bouquet of white roses .,outdoors,man-made,transportation_urban,NA,7573421864.jpg
young girl carries a bouquet of flowers .,outdoors,man-made,transportation_urban,NA,7573421864.jpg
a little girl holing flowers .,outdoors,man-made,transportation_urban,NA,7573421864.jpg
a police office riding a motorcycle in front of a large group of people standing behind a waist-high fence .,outdoors,man-made,transportation_urban,NA,7577634482.jpg
a crowd leans against barriers along side a road while a police officer on a motorcycle drives by .,outdoors,man-made,transportation_urban,NA,7577634482.jpg
a police officer is riding a motorbike down a street while spectators behind a barricade look on .,outdoors,man-made,transportation_urban,NA,7577634482.jpg
a person wearing a yellow jacket is riding a white motorcycle by a crowd of onlookers .,outdoors,man-made,transportation_urban,NA,7577634482.jpg
a police officer riding a motorcycle in a busy even with people behind a railing .,outdoors,man-made,transportation_urban,NA,7577634482.jpg
a girl wearing a purple patterned beanie is blowing soap bubbles in a garden .,outdoors,natural,NA,other_unclear,7579633346.jpg
a blond-haired girl wearing a beanie blowing bubbles in a garden .,outdoors,natural,NA,other_unclear,7579633346.jpg
"a young girl wearing a purple cap , blowing bubbles outdoors .",outdoors,natural,NA,other_unclear,7579633346.jpg
a blond child in a purple hat is blowing bubbles .,outdoors,natural,NA,other_unclear,7579633346.jpg
a little girl in a purple cap blows soap bubbles .,outdoors,natural,NA,other_unclear,7579633346.jpg
"a few adults , mostly men standing in <number> inch or so of muddy water while a little girl in a flowered raincoat kicks the water up with her boot .",outdoors,man-made,recreation,NA,7582142286.jpg
"five people are standing in muddy water , while a little girl kicks mud on a man 's shorts .",outdoors,man-made,recreation,NA,7582142286.jpg
a little girl surrounded by older men are all wearing boots and are playing in the mud .,outdoors,man-made,recreation,NA,7582142286.jpg
a little girl in a red rain hat is playing in the mud with several adults .,outdoors,man-made,recreation,NA,7582142286.jpg
a little girl in a red rain hat kicks at a man covered in mud .,outdoors,man-made,recreation,NA,7582142286.jpg
"a skateboarder , in blue shorts and a white t-shirt , is sliding down a railing while being watched by two older women , one holding a dog , seated on a park bench .",outdoors,man-made,transportation_urban,NA,7586821496.jpg
"in a city in front of a subway , a man skateboards down a stairway as two older ladies sitting on a bench watch him .",outdoors,man-made,transportation_urban,NA,7586821496.jpg
"two elderly women , one with a dog sitting on a bench , watching a man skateboard down a railing .",outdoors,man-made,transportation_urban,NA,7586821496.jpg
two women are looking at a boy skateboard .,outdoors,man-made,transportation_urban,NA,7586821496.jpg
a kid is riding on a skateboard .,outdoors,man-made,transportation_urban,NA,7586821496.jpg
a man wearing a black jacket and blue hat wields an ice pick carving into a block of ice .,outdoors,man-made,recreation,NA,75897060.jpg
a guy with an interesting light blue hat sculpting ice .,outdoors,man-made,recreation,NA,75897060.jpg
a man in a light blue cap is carving an ice sculpture .,outdoors,man-made,recreation,NA,75897060.jpg
a man in a blue hat is sculpting a piece of ice .,outdoors,man-made,recreation,NA,75897060.jpg
a man is ice sculpting in public .,outdoors,man-made,recreation,NA,75897060.jpg
two men with short brown hair are sitting drinking beer out of green bottles .,outdoors,man-made,other_unclear,NA,75902281.jpg
two men are shown drinking beer while sitting in folding chairs .,outdoors,man-made,other_unclear,NA,75902281.jpg
two men drinking beer and making faces .,outdoors,man-made,other_unclear,NA,75902281.jpg
two men in chairs drinking beers .,outdoors,man-made,other_unclear,NA,75902281.jpg
two men are drinking beer .,outdoors,man-made,other_unclear,NA,75902281.jpg
a man on motorcycle is riding on a curved road by a vehicle junk yard with a fence on the far side of the road .,outdoors,man-made,transportation_urban,NA,7591663030.jpg
a man riding a motorcycle on a dirt road passing several junk or abandoned cars on the side of the road .,outdoors,man-made,transportation_urban,NA,7591663030.jpg
man riding a motorcycle on a road with pieces of cars on the side of the road .,outdoors,man-made,transportation_urban,NA,7591663030.jpg
a man on a motorcycle is riding past utility poles and old dismantled cars,outdoors,man-made,transportation_urban,NA,7591663030.jpg
a guy riding a motorcycle near junk cars,outdoors,man-made,transportation_urban,NA,7591663030.jpg
"a man stands inside the door of his truck with a clipboard in hand , smiling at the camera , as a crowd gathers at a function behind him .",outdoors,man-made,other_unclear,NA,75953797.jpg
"a fireman stands at the door of a firetruck holding a clipboard , among a group of people outdoors .",outdoors,man-made,other_unclear,NA,75953797.jpg
a fireman in uniform with a mustache and goatee by his firetruck .,outdoors,man-made,other_unclear,NA,75953797.jpg
a smiling fireman pauses in his work to pose for a camera .,outdoors,man-made,other_unclear,NA,75953797.jpg
a very joyous fireman or emergency medical worker .,outdoors,man-made,other_unclear,NA,75953797.jpg
a man in a white and black uniform is attempting to hit the baseball .,outdoors,man-made,recreation,NA,7600282242.jpg
a baseball player is swinging at a baseball thrown by a pitcher .,outdoors,man-made,recreation,NA,7600282242.jpg
a baseball player swings his bat to hit a traveling baseball .,outdoors,man-made,recreation,NA,7600282242.jpg
a batter is getting ready to hit the ball coming at him .,outdoors,man-made,recreation,NA,7600282242.jpg
a baseball player swinging a bat at an oncoming ball .,outdoors,man-made,recreation,NA,7600282242.jpg
a young girl in a blue bathing suit jumps off of a yellow slide into the water .,outdoors,man-made,recreation,NA,760138567.jpg
a little girl jumps from the yellow ladder into the swimming pool .,outdoors,man-made,recreation,NA,760138567.jpg
a girl is jumping into a pool with two slides behind her .,outdoors,man-made,recreation,NA,760138567.jpg
a girl goes down a yellow slide into a pool .,outdoors,man-made,recreation,NA,760138567.jpg
a child jumping from a slide into a pool .,outdoors,man-made,recreation,NA,760138567.jpg
two guys on guitar and one guy on the drums are performing in a band .,outdoors,man-made,recreation,NA,7606581964.jpg
a band is playing on what looks like a sidewalk rather than a stage .,outdoors,man-made,recreation,NA,7606581964.jpg
a band performs in front of a graffiti wall .,outdoors,man-made,recreation,NA,7606581964.jpg
a band is playing one of its songs outside .,outdoors,man-made,recreation,NA,7606581964.jpg
a rock band is performing a set on stage .,outdoors,man-made,recreation,NA,7606581964.jpg
"a bald man with a tremendous gray beard sits behind a white van , before a building that says "" peter stevens motorcycles : service department "" .",outdoors,man-made,transportation_urban,NA,760702109.jpg
an older man with a long gray beard sits on a flatbed .,outdoors,man-made,transportation_urban,NA,760702109.jpg
man with a gray beard sitting behind his car .,outdoors,man-made,transportation_urban,NA,760702109.jpg
a man with a beard sitting near a garage .,outdoors,man-made,transportation_urban,NA,760702109.jpg
a bearded man sits near a white van .,outdoors,man-made,transportation_urban,NA,760702109.jpg
"a bunch of kids are playing soccer with opposing sides , green versus red .",outdoors,man-made,recreation,NA,761000744.jpg
six children run towards a soccer ball on an athletic field .,outdoors,man-made,recreation,NA,761000744.jpg
six young kids playing soccer on a sunny day .,outdoors,man-made,recreation,NA,761000744.jpg
children playing soccer on a nice day .,outdoors,man-made,recreation,NA,761000744.jpg
kids playing soccer on a sunny day .,outdoors,man-made,recreation,NA,761000744.jpg
an african american male wiping his eyes from behind the podium at a national baseball hall of fame event .,outdoors,man-made,recreation,NA,7632424360.jpg
"a pause in a speech at the baseball hall of fame caused by , what appears to be , an emotional moment .",outdoors,man-made,recreation,NA,7632424360.jpg
"a black man in a suit is crying at a microphone podium that says "" national baseball hall of fame . """,outdoors,man-made,recreation,NA,7632424360.jpg
hall of fame baseball player in a suit with a red tie speaking on a podium to fans and spectators .,outdoors,man-made,recreation,NA,7632424360.jpg
a black man is crying at the podium at the national baseball hall of fame .,outdoors,man-made,recreation,NA,7632424360.jpg
a man in a pink and green shirt is riding down what appears to be a parade route while on a tiny bicycle .,outdoors,man-made,transportation_urban,NA,7636785060.jpg
a bald man in white sunglasses and a green shirt rides a comically small yellow bike .,outdoors,man-made,transportation_urban,NA,7636785060.jpg
"a guy , wearing a green shirt and white sunglasses , is peddling a tiny bicycle .",outdoors,man-made,transportation_urban,NA,7636785060.jpg
a bald man wearing sunglasses peddling a very small bicycle .,outdoors,man-made,transportation_urban,NA,7636785060.jpg
a young man is riding a very small bike in the city .,outdoors,man-made,transportation_urban,NA,7636785060.jpg
a woman wearing an orange and black biking outfit on a white bike looks determined as she rides down the street with onlookers watching .,outdoors,man-made,transportation_urban,NA,7645672462.jpg
a woman wearing orange and black participating in a bike race gets ahead of a man in red and white .,outdoors,man-made,transportation_urban,NA,7645672462.jpg
two bicyclists are riding down the road while a number of onlookers watch as they go by .,outdoors,man-made,transportation_urban,NA,7645672462.jpg
a crowd watches two women cycle down the street .,outdoors,man-made,transportation_urban,NA,7645672462.jpg
woman rides her bicycle in a race .,outdoors,man-made,transportation_urban,NA,7645672462.jpg
"four cyclists , two male , one female , and one of indeterminate gender , in a bike race in a european country .",outdoors,man-made,transportation_urban,NA,7645680482.jpg
cyclists are focused straight ahead as they ride along a street with onlookers watching from behind barricades .,outdoors,man-made,transportation_urban,NA,7645680482.jpg
multiple people on their bikes riding in a race on a city street .,outdoors,man-made,transportation_urban,NA,7645680482.jpg
streets are lined with people watching lots bicyclists drive by .,outdoors,man-made,transportation_urban,NA,7645680482.jpg
bicyclists competing for the gold .,outdoors,man-made,transportation_urban,NA,7645680482.jpg
little girl walking on rocks near grassy area beside building .,outdoors,man-made,recreation,NA,765091078.jpg
a little girl in a white coat plays in a rock garden .,outdoors,man-made,recreation,NA,765091078.jpg
a young girl walks across big rocks .,outdoors,man-made,recreation,NA,765091078.jpg
a child walking on rocks .,outdoors,man-made,recreation,NA,765091078.jpg
a girl walking on rocks .,outdoors,man-made,recreation,NA,765091078.jpg
a road bike race with about <number> racers turning a corner on a brick road in the middle of a city,outdoors,man-made,transportation_urban,NA,7651709766.jpg
many people ride bicycles in helmets as fans spectate and cheer them on .,outdoors,man-made,transportation_urban,NA,7651709766.jpg
the bicyclists are competing in a race through city streets .,outdoors,man-made,transportation_urban,NA,7651709766.jpg
many bicyclists are racing down a very narrow city street .,outdoors,man-made,transportation_urban,NA,7651709766.jpg
the middle of a bike marathon .,outdoors,man-made,transportation_urban,NA,7651709766.jpg
"bicycle racers , the middle one in white with yellow sunglasses and red shoes , ride along a street , while onlookers watch from behind a barrier .",outdoors,man-made,transportation_urban,NA,7651721222.jpg
"a bike race with three racers in biking clothes , the man in the middle has on red shoes and green sunglasses .",outdoors,man-made,transportation_urban,NA,7651721222.jpg
three men riding bikes all in shorts the middle one has sunglasses riding in a race .,outdoors,man-made,transportation_urban,NA,7651721222.jpg
a group of bicyclists ride down the race route while the crowd looks on .,outdoors,man-made,transportation_urban,NA,7651721222.jpg
<number> guys are biking down the street while onlookers view them .,outdoors,man-made,transportation_urban,NA,7651721222.jpg
a man in a red shirt rappelling down a waterfall with a red rope .,outdoors,natural,NA,body_of_water,765298136.jpg
a man in a harness wearing a white hat climbing down a waterfall,outdoors,natural,NA,body_of_water,765298136.jpg
a man in red is climbing a waterfall with a red rope .,outdoors,natural,NA,body_of_water,765298136.jpg
the man in red is propelling down the waterfall .,outdoors,natural,NA,body_of_water,765298136.jpg
a man belaying down a waterfall,outdoors,natural,NA,body_of_water,765298136.jpg
a group of people is setting up plastic poles in the middle of a city .,outdoors,man-made,transportation_urban,NA,76605444.jpg
construction workers assembling pipe material outside .,outdoors,man-made,transportation_urban,NA,76605444.jpg
trucks surrounding workers in the middle of a street .,outdoors,man-made,transportation_urban,NA,76605444.jpg
workers constructing a temporary structure .,outdoors,man-made,transportation_urban,NA,76605444.jpg
people are working with some white pipes .,outdoors,man-made,transportation_urban,NA,76605444.jpg
olympic swimmers leaving the starting block at the <number> london olympics .,indoors,man-made,recreation,NA,7664337844.jpg
swimmers kick off at the start of a race in the <number> london olympics .,indoors,man-made,recreation,NA,7664337844.jpg
a women 's swimming event at the london <number> olympics starts .,indoors,man-made,recreation,NA,7664337844.jpg
swimmers starting a race in the pool .,indoors,man-made,recreation,NA,7664337844.jpg
a group of swimmers jump into a pool .,indoors,man-made,recreation,NA,7664337844.jpg
"cyclists , wearing a white uniform and orange uniform , race against each other down the road .",outdoors,man-made,transportation_urban,NA,7669425180.jpg
"a group of bicycle racers in close pursuit , peddling on a paved surface .",outdoors,man-made,transportation_urban,NA,7669425180.jpg
helmeted cyclists on racing bikes pedal furiously toward the finish line .,outdoors,man-made,transportation_urban,NA,7669425180.jpg
a small group of bicyclists are racing .,outdoors,man-made,transportation_urban,NA,7669425180.jpg
two cyclists racing to the finish line .,outdoors,man-made,transportation_urban,NA,7669425180.jpg
"a goal has just been scored in a soccer game between two teams , one wearing red and the other wearing yellow .",outdoors,man-made,recreation,NA,7677915788.jpg
a player on the red soccer team has just scored a goal while the opposing team watches the ball go in .,outdoors,man-made,recreation,NA,7677915788.jpg
a few soccer players intently watch the ball and goalie .,outdoors,man-made,recreation,NA,7677915788.jpg
several footballers watch a goalie try to defend a kick .,outdoors,man-made,recreation,NA,7677915788.jpg
men playing soccer on an outdoor field .,outdoors,man-made,recreation,NA,7677915788.jpg
three people are digging in a desolate suburban desert environment while several others work around the house and cacti in the background .,outdoors,man-made,transportation_urban,NA,7680969218.jpg
two women and a young man digging up dirt and putting it in a wheelbarrow .,outdoors,man-made,transportation_urban,NA,7680969218.jpg
two white females and a black male are shoveling a large pile of soil .,outdoors,man-made,transportation_urban,NA,7680969218.jpg
two women and a young boy are shoveling a large mound of dirt .,outdoors,man-made,transportation_urban,NA,7680969218.jpg
a couple of peace corp workers are helping a black kid dig .,outdoors,man-made,transportation_urban,NA,7680969218.jpg
"child in blue polos are sitting around a table writing on their notebooks , one is standing up .",indoors,man-made,work_education,NA,7684654986.jpg
five young boys in blue shirts are writing in notebooks at a table .,indoors,man-made,work_education,NA,7684654986.jpg
several children working on some type of project in a classroom .,indoors,man-made,work_education,NA,7684654986.jpg
five boys in blue shirts drawing at a table .,indoors,man-made,work_education,NA,7684654986.jpg
some kids at a table doing work .,indoors,man-made,work_education,NA,7684654986.jpg
a horse and its rider jump over an obstacle decorated with multicolored international flags .,outdoors,man-made,recreation,NA,7692621468.jpg
a small jockey is in midair jumping a horse over some white poles in an event .,outdoors,man-made,recreation,NA,7692621468.jpg
"a jockey , atop their horse , is in mid jump in an equestrian competition .",outdoors,man-made,recreation,NA,7692621468.jpg
a horse and its rider are jumping over white bars in a competition .,outdoors,man-made,recreation,NA,7692621468.jpg
a horse with a man on it is jumping over hurdles .,outdoors,man-made,recreation,NA,7692621468.jpg
women 's volleyball at the olympics is very intense .,indoors,man-made,recreation,NA,7700080810.jpg
two teams of women playing indoor volleyball .,indoors,man-made,recreation,NA,7700080810.jpg
two teams are competing in a volleyball game .,indoors,man-made,recreation,NA,7700080810.jpg
