ID,Sentence,Verb,Lemma,PropBank Role (n),q1,q2,q3,q4
18772,a woman in leopard print leggings pushes a stroller while a man in a blue dress shirt walks by her on the street .,push-01,push,N/A,outdoors,man-made,transportation_urban,NA
18773,"a woman in yellow with a stroller , and a man in a blue shirt with a backpack are walking on a busy city block .",walk-01,walk,N/A,outdoors,man-made,transportation_urban,NA
18774,a man with a suit and a woman with a stroller are walking .,walk-01,walk,N/A,outdoors,man-made,transportation_urban,NA
18775,people walking down the street .,walk-01,walk,2,outdoors,man-made,transportation_urban,NA
18776,group of people in life jackets watch two you boys play with two sticks like swords .,watch-01,watch,N/A,outdoors,natural,NA,body_of_water
18777,a pair of kids wearing life jackets raise their canoe paddles .,raise-01,raise,N/A,outdoors,natural,NA,body_of_water
18779,two girls in red life jackets lock oars on a river .,lock-01,lock,N/A,outdoors,natural,NA,body_of_water
18780,kids out on a river touch the ends of their oars .,touch-01,touch,N/A,outdoors,natural,NA,body_of_water
18781,a woman in a white blouse and gray skirt holds a white umbrella over her head on a sunny day .,hold-01,hold,N/A,outdoors,man-made,transportation_urban,NA
18785,a lady is standing in the sun holding an umbrella .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
18787,"a man wearing camouflage pants , yellow shirt and orange cap is walking down a neighborhood street wearing .",walk-01,walk,N/A,outdoors,man-made,domestic,NA
18788,an individual dressed in a yellow shirt and camouflage pants is walking down the sidewalk .,walk-01,walk,N/A,outdoors,man-made,domestic,NA
18789,the back of a man in gray camouflage pants and a yellow shirt walking down the sidewalk .,walk-01,walk,2,outdoors,man-made,domestic,NA
18790,walking down flower lined sidewalk wearing yellow shirt,walk-01,walk,2,outdoors,man-made,domestic,NA
18791,two women walking beside each other on a street passing a man on the sidewalk beside them going the opposite direction .,walk-01,walk,N/A,outdoors,man-made,transportation_urban,NA
18792,a group of people is walking down a city street outside of buildings .,walk-01,walk,2,outdoors,man-made,transportation_urban,NA
18794,people walk in front of some graffiti .,walk-01,walk,2,outdoors,man-made,transportation_urban,NA
18795,people walking past graffiti .,walk-01,walk,2,outdoors,man-made,transportation_urban,NA
18796,a person with a gray hood pulled over his or her face is reclining against a ladder .,recline-01,recline,N/A,outdoors,man-made,transportation_urban,NA
18797,a person in a white sweatshirt sits on a ladder .,sit-01,sit,2,outdoors,man-made,transportation_urban,NA
18798,a person in a gray hoodie sitting on a latter .,sit-01,sit,2,outdoors,man-made,transportation_urban,NA
18799,a dark stage set is under construction .,construct-01,construct,N/A,outdoors,man-made,transportation_urban,NA
18802,"a woman in a black dress is leaning against a wall , smoking a cigarette .",lean-01,lean,2,outdoors,man-made,other_unclear,NA
18805,a woman is a black dress is smoking outside .,smoke-02,smoke,N/A,outdoors,man-made,other_unclear,NA
18809,a singer is entertaining the crowd .,entertain-01,entertain,N/A,indoors,man-made,recreation,NA
18810,a man smiling at the crowd .,smile-01,smile,N/A,indoors,man-made,recreation,NA
18811,a middle-aged man is sitting indian style outside holding a folded paper in his hands .,sit-01,sit,N/A,outdoors,man-made,transportation_urban,NA
18812,"i lost my family , my job and my friends due to my alcohol addiction .",lose-02,lose,N/A,outdoors,man-made,transportation_urban,NA
18813,"a man wearing a t-shirt , pants and tennis shoes is sitting outside .",sit-01,sit,N/A,outdoors,man-made,transportation_urban,NA
18815,an older man wearing a white shirt sits on a sidewalk .,sit-01,sit,N/A,outdoors,man-made,transportation_urban,NA
18816,a man wearing a white and blue shirt cooking corn on the cob while a different man buys a piece of corn .,contrast-01,contrast,N/A,outdoors,man-made,transportation_urban,NA
18817,"yellow corn being boiled ( barbecued ) on a small aluminum canister , two pigeons standing nearby .",boil-01,boil,N/A,outdoors,man-made,transportation_urban,NA
18818,a man buying corn on the cob from a street vendor .,buy-01,buy,N/A,outdoors,man-made,transportation_urban,NA
18819,male street vendor selling an ear of corn .,sell-01,sell,N/A,outdoors,man-made,transportation_urban,NA
18820,a man at a food cart is serving corn .,serve-02,serve,N/A,outdoors,man-made,transportation_urban,NA
18821,an older man with a green shirt walks down the sidewalk past a large building .,walk-01,walk,N/A,outdoors,man-made,transportation_urban,NA
18822,an old man in green is walking down a broad sidewalk .,walk-01,walk,2,outdoors,man-made,transportation_urban,NA
18823,a man is walking by a building on a sunny day .,walk-01,walk,2,outdoors,man-made,transportation_urban,NA
18824,a man walking home from work in deep thought .,walk-01,walk,2,outdoors,man-made,transportation_urban,NA
18825,an old man is walking with his head down .,walk-01,walk,N/A,outdoors,man-made,transportation_urban,NA
18827,a smiling girl with no shirt on and braids in her hair plays in the water of a public fountain .,play-01,play,N/A,outdoors,man-made,recreation,NA
18828,two little girls on a hot summer day playing in a swimming pool .,play-01,play,N/A,outdoors,man-made,recreation,NA
18829,children and a woman play in a fountain .,play-01,play,N/A,outdoors,man-made,recreation,NA
18830,a boy and girl play in water .,play-01,play,N/A,outdoors,man-made,recreation,NA
18831,a man wearing a blue shirt is sitting on a brick planter next to some paintings .,sit-01,sit,2,outdoors,man-made,recreation,NA
18832,an artist is selling his paintings in front of a large tree in a park,sell-01,sell,N/A,outdoors,man-made,recreation,NA
18834,the man is showing his artwork at the park .,show-01,show,N/A,outdoors,man-made,recreation,NA
18835,man sells artwork underneath large tree .,sell-01,sell,N/A,outdoors,man-made,recreation,NA
18837,a young asian man in buff-colored skinny jeans poses in a plaza .,pose-01,pose,N/A,outdoors,man-made,transportation_urban,NA
18838,a man with a backpack stands along a tree lined street .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
18839,a man with a yellow backpack is standing on a pathway .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
18840,a bot looks at the snow covered ground .,look-01,look,N/A,outdoors,man-made,transportation_urban,NA
18842,people walking around in the daytime in a busy city .,walk-01,walk,2,outdoors,man-made,transportation_urban,NA
18843,"shoppers on a median , one walks towards the camera .",walk-01,walk,2,outdoors,man-made,transportation_urban,NA
18844,people crossing a street next to a smart car .,cross-02,cross,N/A,outdoors,man-made,transportation_urban,NA
18845,a man in a jean jacket walking through town .,walk-01,walk,2,outdoors,man-made,transportation_urban,NA
18846,a man with long hair and a pink shirt is speaking into a microphone .,speak-01,speak,N/A,outdoors,man-made,recreation,NA
18847,a male singer wearing sunglasses singing to a microphone,sing-01,sing,N/A,outdoors,man-made,recreation,NA
18848,a man in a pink shirt speaks into the microphone .,speak-01,speak,N/A,outdoors,man-made,recreation,NA
18849,a man in a pink shirt speaks into a microphone .,speak-01,speak,N/A,outdoors,man-made,recreation,NA
18850,a man performs at a concert .,perform-01,perform,N/A,outdoors,man-made,recreation,NA
18853,giant clear bears sit in the street in new york city .,sit-01,sit,2,outdoors,man-made,transportation_urban,NA
18855,a display of bears is out on the street .,out-06,out,N/A,outdoors,man-made,transportation_urban,NA
18856,a man is bent over in a retail store looking at merchandise .,bend-01,bend,N/A,indoors,man-made,other_unclear,NA
18857,"customers view items in a small store called "" jump shop "" .",view-01,view,N/A,indoors,man-made,other_unclear,NA
18859,a man looks at merchandise in a store .,look-01,look,N/A,indoors,man-made,other_unclear,NA
18861,two people on bicycles sit at a corner crosswalk in front of a red brick building while another bicyclist rides by behind them .,contrast-01,contrast,N/A,outdoors,man-made,transportation_urban,NA
18862,three men ride bicycles in front of a red brick building .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
18863,two bikers wait to cross a street at a crosswalk .,wait-01,wait,N/A,outdoors,man-made,transportation_urban,NA
18864,two boys are riding their bikes on the street .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
18865,two cyclists are waiting at a crossing zone .,wait-01,wait,N/A,outdoors,man-made,transportation_urban,NA
18866,a couple sits on a concrete pier watching oil rigs on the water with mountains in the distance .,sit-01,sit,N/A,outdoors,man-made,transportation_urban,NA
18867,two people are cuddling while overlooking a harbor with mountains in the distance .,cuddle-01,cuddle,N/A,outdoors,man-made,transportation_urban,NA
18868,a couple sit in each others embrace as they gaze out at the river .,sit-01,sit,2,outdoors,man-made,transportation_urban,NA
18869,two people cuddle near a railing overlooking water and mountains .,cuddle-01,cuddle,N/A,outdoors,man-made,transportation_urban,NA
18870,a boy and a girl sit while facing the water .,sit-01,sit,N/A,outdoors,man-made,transportation_urban,NA
18872,people standing inside and beside red booths with white circles on them .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
18873,three men in white target shirts work on target booths .,work-01,work,N/A,outdoors,man-made,transportation_urban,NA
18877,a person in red clothing is playing a guitar in front of a microphone .,play-11,play,N/A,outdoors,man-made,recreation,NA
18878,a boy with long hair wearing a long red jacket is playing the guitar .,play-11,play,N/A,outdoors,man-made,recreation,NA
18879,young man with long dark hair plays a guitar on stage .,play-11,play,N/A,outdoors,man-made,recreation,NA
18881,a woman in a red jacket plays guitar near a microphone and speaker .,play-11,play,N/A,outdoors,man-made,recreation,NA
18882,a woman in a red tunic plays guitar in front of a microphone .,play-11,play,N/A,outdoors,man-made,recreation,NA
18884,a girl in a red coat rocks out while playing guitar .,rock-out-02,rock,N/A,outdoors,man-made,recreation,NA
18887,a woman passing an ice cream truck is holding her hat on her head .,hold-01,hold,N/A,outdoors,man-made,transportation_urban,NA
18888,a woman in a hat walks away from a small ice cream vendor car .,walk-01,walk,2,outdoors,man-made,transportation_urban,NA
18891,"a black lady is walking down the sidewalk has a afro , wearing brown trimmed sunglasses in short gray dress a blue jean jacket carrying a black bag and talking on a cellphone",walk-01,walk,N/A,outdoors,man-made,transportation_urban,NA
18893,black woman in gray mini skirt and large sunglasses talks on a cellphone as she walks down a busy city street .,talk-01,talk,N/A,outdoors,man-made,transportation_urban,NA
18899,a woman in a red outfit is playing a electric guitar .,play-11,play,N/A,outdoors,man-made,recreation,NA
18900,a person in a red coat plays an electric guitar .,play-11,play,N/A,outdoors,man-made,recreation,NA
18901,a girl in a blue shirt extending her hands out to an open fire hydrant .,extend-01,extend,N/A,outdoors,man-made,transportation_urban,NA
18902,a young girl is playing next to a fire hydrant that is spraying water .,play-01,play,N/A,outdoors,man-made,transportation_urban,NA
18903,person playing in the water squirting out of a fire hydrant .,play-01,play,N/A,outdoors,man-made,transportation_urban,NA
18904,a girl enjoys the spray from an open hydrant .,enjoy-01,enjoy,N/A,outdoors,man-made,transportation_urban,NA
18905,young girl plays in fire hydrant .,play-01,play,N/A,outdoors,man-made,transportation_urban,NA
18906,a woman is talking on a cellphone on the curb in front of a restaurant .,talk-01,talk,N/A,outdoors,man-made,transportation_urban,NA
18907,a woman in a skirt is talking on the phone outside a restaurant .,talk-01,talk,N/A,outdoors,man-made,transportation_urban,NA
18909,a blond woman is talking on a cellphone .,talk-01,talk,N/A,outdoors,man-made,transportation_urban,NA
18910,woman is talking on a cellphone .,talk-01,talk,N/A,outdoors,man-made,transportation_urban,NA
18911,"two asian men are working in rather sparse quarters , a fan running in the background .",work-01,work,N/A,indoors,man-made,domestic,NA
18912,two men sitting together with a calendar on the wall behind them .,sit-01,sit,N/A,indoors,man-made,domestic,NA
18913,two men are sitting in front of a fan and a wall with a clock .,sit-01,sit,2,indoors,man-made,domestic,NA
18915,two men are talking in a house .,talk-01,talk,N/A,indoors,man-made,domestic,NA
18916,a person with dark hair is standing on the sidewalk in front of an orange and white truck .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
18917,a man in a green and black coat is leaning on trashcan .,lean-01,lean,N/A,outdoors,man-made,transportation_urban,NA
18918,a man in a blue coat stands on the street near buses .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
18919,person standing on sidewalk next to pile of garbage .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
18920,a person is leaning against a box .,lean-01,lean,2,outdoors,man-made,transportation_urban,NA
18921,a young man in a gray and white shirt and jeans is balancing while walking on the side of a grassy area on a street .,balance-01,balance,N/A,outdoors,man-made,transportation_urban,NA
18925,man walks on edge of planter .,walk-01,walk,2,outdoors,man-made,transportation_urban,NA
18926,a woman sits in the sun on some large rocks in the middle of a pond .,sit-01,sit,2,outdoors,natural,NA,body_of_water
18929,"a girl wearing boots , is sitting on a rock near a pond .",sit-01,sit,2,outdoors,natural,NA,body_of_water
18930,a young girl poses by the water .,pose-01,pose,N/A,outdoors,natural,NA,body_of_water
18931,a woman wearing black pants and a yellow shirt is holding a sign with 2e3 written in bold yellow .,hold-01,hold,N/A,outdoors,man-made,transportation_urban,NA
18932,a chubby woman wearing a yellow shirt holds an advertising sign on a street corner .,hold-01,hold,N/A,outdoors,man-made,transportation_urban,NA
18933,a woman in a yellow shirt is holding an arrow shaped sign at a intersection .,hold-01,hold,N/A,outdoors,man-made,transportation_urban,NA
18936,"a man with a rucksack , wearing shorts and sunglasses , waits to cross the road , while a young male with a bicycle looks at oncoming traffic .",wait-01,wait,N/A,outdoors,man-made,transportation_urban,NA
18937,the man with the bicycle is waiting for the car to pass so he can cross the street .,wait-01,wait,N/A,outdoors,man-made,transportation_urban,NA
18938,"two men , one with a bicycle , and a woman waiting to cross the road .",wait-01,wait,N/A,outdoors,man-made,transportation_urban,NA
18939,a few people standing on a street corner waiting to go across .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
18940,a group of people wait for their turn to cross the street .,wait-01,wait,N/A,outdoors,man-made,transportation_urban,NA
18941,"an older man in a dark suit is speaking into a microphone at a podium with an "" ambuc "" banner .",speak-01,speak,N/A,indoors,man-made,work_education,NA
18942,a man in a suit is standing in front of a microphone .,stand-01,stand,2,indoors,man-made,work_education,NA
18944,a man in a suit giving a speech .,speak-01,speak,N/A,indoors,man-made,work_education,NA
18945,an older man giving a speech .,speak-01,speak,N/A,indoors,man-made,work_education,NA
18946,an elderly woman in a blue shirt speaks with a male with her hands on her hips .,speak-01,speak,N/A,outdoors,man-made,transportation_urban,NA
18947,a elderly woman a blue shirt is listening to someone talking to her .,listen-01,listen,N/A,outdoors,man-made,transportation_urban,NA
18948,a woman in a blue striped shirt is talking to someone on the street .,talk-01,talk,N/A,outdoors,man-made,transportation_urban,NA
18949,a woman in a blue shirt stands with her hands on her hips .,stand-01,stand,N/A,outdoors,man-made,transportation_urban,NA
18950,two older people have a discussion on a street .,discuss-01,discuss,N/A,outdoors,man-made,transportation_urban,NA
18951,a couple walks hand-in-hand in front of victorian-style building and a wall with a large sleeping baby painted on it .,walk-01,walk,N/A,outdoors,man-made,transportation_urban,NA
18952,"two men ; one in a striped shirt , the other in a blue , walking on the sidewalk in front of a building .",walk-01,walk,N/A,outdoors,man-made,transportation_urban,NA
18953,two people walk past the painting a sleeping baby near an ornate brick building .,walk-01,walk,2,outdoors,man-made,transportation_urban,NA
18955,couple walking passed a clock tower .,walk-01,walk,2,outdoors,man-made,transportation_urban,NA
18957,a young girls with a short red dress makes a phone call while holding a bright blue bag .,call-02,call,N/A,indoors,man-made,transportation_urban,NA
18958,a black lady in a red dress and green earrings is looking at her cellphone .,look-01,look,N/A,indoors,man-made,transportation_urban,NA
18960,a black woman is looking at her cellphone .,look-01,look,N/A,indoors,man-made,transportation_urban,NA
18961,many people in a stadium dressed in white are conversing with each other .,converse-01,converse,N/A,outdoors,man-made,recreation,NA
18962,a man in a black hat is standing with a group of people inside a stadium .,stand-01,stand,N/A,outdoors,man-made,recreation,NA
18963,"man in hat waves to the camera , surrounded by other people .",wave-01,wave,N/A,outdoors,man-made,recreation,NA
18964,a couple of friends inside a large bullfighting arena .,be-located-at-91,be,N/A,outdoors,man-made,recreation,NA
18965,a group of people enjoying themselves in an arena .,enjoy-01,enjoy,N/A,outdoors,man-made,recreation,NA
18966,a man with black hair and a black lanyard around his neck examines a piece of electronic equipment .,examine-01,examine,N/A,indoors,man-made,work_education,NA
18967,sitting guy handling a stapler while another guy looks on .,handle-01,handle,N/A,indoors,man-made,work_education,NA
18968,one person works with a stapler while another looks on .,contrast-01,contrast,N/A,indoors,man-made,work_education,NA
18970,a man examines an electronic object .,examine-01,examine,N/A,indoors,man-made,work_education,NA
18971,"a group of <number> girls , of asian ethnicity , is looking at a menu , while a 4th person sits off to the side and listens to them .",contrast-01,contrast,N/A,outdoors,man-made,restaurant,NA
18972,a group of kids sitting at a table one is holding a white piece of paper .,hold-01,hold,N/A,outdoors,man-made,restaurant,NA
18973,people are sitting at a table looking at a paper .,sit-01,sit,2,outdoors,man-made,restaurant,NA
18974,three oriental girls sit under a red canopy .,sit-01,sit,2,outdoors,man-made,restaurant,NA
18975,a group of asian girls looking at a paper .,look-01,look,N/A,outdoors,man-made,restaurant,NA
18976,"four men in green , red , gray , and white shirts standing near a blue handrail smiling for a picture .",stand-01,stand,N/A,outdoors,natural,NA,field_forest
18977,four men are outside looking down over the green bridge they are on .,be-located-at-91,be,N/A,outdoors,natural,NA,field_forest
18978,four middle-aged men stand behind a fence in the midst of a forest .,stand-01,stand,2,outdoors,natural,NA,field_forest
18979,a group of men are standing beside a blue railing for a picture .,stand-01,stand,2,outdoors,natural,NA,field_forest
18982,a man with glasses sits on a milk crate in front of a green door playing the accordion .,sit-01,sit,N/A,outdoors,man-made,other_unclear,NA
18984,a bald man with a beard plays the accordion in front of green doors,play-11,play,N/A,outdoors,man-made,other_unclear,NA
18985,a man on a milk crate plays the accordion .,play-11,play,N/A,outdoors,man-made,other_unclear,NA
18986,an asian man and woman wearing badges or ids are sitting at a blue table in a brightly-lit food court .,sit-01,sit,N/A,indoors,man-made,restaurant,NA
18987,a man and a laughing woman sit at a blue table with a styrofoam box on it .,sit-01,sit,2,indoors,man-made,restaurant,NA
18988,a man and woman with glasses are sitting at a blue table .,sit-01,sit,2,indoors,man-made,restaurant,NA
18989,two asian people sit at a blue table in a food court .,sit-01,sit,2,indoors,man-made,restaurant,NA
18990,two asian people sitting down .,sit-down-02,sit,N/A,indoors,man-made,restaurant,NA
18991,a woman lounges on a towel in front of people enjoying the blue water .,lounge-01,lounge,N/A,outdoors,natural,NA,body_of_water
18993,a woman in a purple bikini sunbathes on a towel beside water .,sunbathe-01,sunbathe,N/A,outdoors,natural,NA,body_of_water
18994,a girl on a swimsuit stretching her leg next to the beach,stretch-01,stretch,N/A,outdoors,natural,NA,body_of_water
18995,a young women sunbathes at the sea .,sunbathe-01,sunbathe,N/A,outdoors,natural,NA,body_of_water
18996,a young man in a blue shirt with a gray backpack places a sign onto a concrete pillar .,place-01,place,N/A,outdoors,man-made,transportation_urban,NA
18997,"a man is putting up a sign reading "" hostel c "" onto a post .",put-up-11,put,N/A,outdoors,man-made,transportation_urban,NA
18999,man with backpack hanging a sign on a pole in a lobby .,hang-01,hang,N/A,outdoors,man-made,transportation_urban,NA
19000,a man in a blue shirt posting up a sheet of paper .,post-01,post,N/A,outdoors,man-made,transportation_urban,NA
19001,a tall man and short woman shake hands while wearing matching black shirts and yellow ids .,shake-01,shake,N/A,indoors,man-made,work_education,NA
19004,a man and a woman standing beside each other shaking hands .,stand-01,stand,2,indoors,man-made,work_education,NA
19005,a man and a woman are posing while shaking hands .,pose-01,pose,N/A,indoors,man-made,work_education,NA
19007,a man with a gray collar shirt purchases ice cream from a man with an ice cram cart while a child observes .,purchase-01,purchase,N/A,outdoors,man-made,transportation_urban,NA
19008,a man in a blue shirt exchanges money with a man in a gray shirt over an ice cream cart .,exchange-01,exchange,N/A,outdoors,man-made,transportation_urban,NA
19009,a man and a child are purchasing ice cream from a man with a hand pushed ice cream cart .,purchase-01,purchase,N/A,outdoors,man-made,transportation_urban,NA
19013,"a woman is flashing the "" peace "" symbol with her fingers on both hands .",flash-01,flash,N/A,outdoors,man-made,restaurant,NA
19014,three young chinese children eating .,eat-01,eat,N/A,outdoors,man-made,restaurant,NA
19015,a girl poses with friends and food .,pose-01,pose,N/A,outdoors,man-made,restaurant,NA
19016,a man on a bench talks on a cellphone while a man in a hat rides a motorized skateboard down the sidewalk .,contrast-01,contrast,N/A,outdoors,man-made,transportation_urban,NA
19017,a man in a straw hat wearing a backpack is riding on a motorized skateboard .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
19018,a man in a tan hat rides a motorized skateboard down the sidewalk .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
19020,a man in a hat is riding a motorized skateboard .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
19021,"two police officer looking men on a motorcycle , with a white ice chest on it as well , wearing hats",wear-01,wear,N/A,outdoors,man-made,transportation_urban,NA
19022,a man in a black hat and a woman in a white helmet are riding a motorcycle on the street .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
19023,two men are riding on a white and blue motorcycle .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
19024,two asian police ride a motorcycle .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
19025,two men are riding a motorcycle .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
19026,a black man in white clothes walks a blue drink cart down a cobbled street .,walk-01,walk,2,outdoors,man-made,transportation_urban,NA
19027,a man is pushing his blue painted snack cart through the street .,push-01,push,N/A,outdoors,man-made,transportation_urban,NA
19028,a man is pushing a bike with a large basket filled with drinks .,push-01,push,N/A,outdoors,man-made,transportation_urban,NA
19029,a man is pushing a bicycle kart with various drinks on it .,push-01,push,N/A,outdoors,man-made,transportation_urban,NA
19030,a man is pushing a cart selling drinks .,push-01,push,N/A,outdoors,man-made,transportation_urban,NA
19032,people are walking by a bus in a city at dusk .,walk-01,walk,2,outdoors,man-made,transportation_urban,NA
19034,people race to catch the metro at dusk .,race-02,race,N/A,outdoors,man-made,transportation_urban,NA
19035,people are boarding a tram in the city .,board-01,board,1,outdoors,man-made,transportation_urban,NA
19036,"there are men playing the drums , while walking along the street .",play-11,play,N/A,outdoors,man-made,transportation_urban,NA
19037,a drummer in a blue shirt is looking to his left .,look-01,look,N/A,outdoors,man-made,transportation_urban,NA
19038,a group of drummers are walking down the street .,walk-01,walk,2,outdoors,man-made,transportation_urban,NA
19039,drummers march down the street past onlookers .,march-01,march,N/A,outdoors,man-made,transportation_urban,NA
19040,men walk down a street playing the drums .,walk-01,walk,2,outdoors,man-made,transportation_urban,NA
19042,two brown dog play together in the water .,play-01,play,N/A,outdoors,natural,NA,body_of_water
19043,two brown dogs playing in water,play-01,play,N/A,outdoors,natural,NA,body_of_water
19044,two dogs playing in the ocean .,play-01,play,N/A,outdoors,natural,NA,body_of_water
19045,two dogs play in the water .,play-01,play,N/A,outdoors,natural,NA,body_of_water
19046,two women in skirts stand together behind a metal fence on a public street .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
19047,a group of people are standing on sidewalk behind a metal barrier .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
19048,a crowd of people standing on the sidewalk behind a barricade .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
19050,six people standing at a fence .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
19051,families trying to check on the board for the names of their loved ones who went missing after an earthquake .,try-01,try,N/A,outdoors,man-made,transportation_urban,NA
19052,a man in a white shirt and a denim pants reading some postings on the board .,read-01,read,N/A,outdoors,man-made,transportation_urban,NA
19053,people are standing on a walkway reading post places on a wall .,stand-01,stand,N/A,outdoors,man-made,transportation_urban,NA
19055,people are looking at papers hanging on a wall .,look-01,look,N/A,outdoors,man-made,transportation_urban,NA
19059,a young child wearing a yellow shirt is standing on the sidewalk .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
19060,the little girl is standing in the rain .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
19061,a young boy in a green shirt is eating chocolate ice cream with a white spoon .,eat-01,eat,N/A,indoors,man-made,restaurant,NA
19062,a little boy in a green shirt is eating chocolate ice cream .,eat-01,eat,N/A,indoors,man-made,restaurant,NA
19063,a young boy in green is eating chocolate ice cream .,eat-01,eat,N/A,indoors,man-made,restaurant,NA
19064,young boy eats chocolate ice cream out of a cup .,eat-01,eat,N/A,indoors,man-made,restaurant,NA
19065,little boy eating chocolate ice cream .,eat-01,eat,N/A,indoors,man-made,restaurant,NA
19066,an elderly man is struggling to stand up from the low post he is sitting on .,struggle-02,struggle,N/A,outdoors,man-made,transportation_urban,NA
19067,a group of elderly people visiting a market stand near a rooster .,visit-01,visit,N/A,outdoors,man-made,transportation_urban,NA
19068,an eastern vendor sits by his stall with a rooster nearby .,sit-01,sit,2,outdoors,man-made,transportation_urban,NA
19073,a motorcycle cop is getting ready to turn onto a new road .,ready-01,ready,N/A,outdoors,man-made,transportation_urban,NA
19075,police motorcycle waiting at a red light .,wait-01,wait,N/A,outdoors,man-made,transportation_urban,NA
19076,a girl in a black jacket with crossed arms holds a bag on the street in the rain .,hold-01,hold,N/A,outdoors,man-made,transportation_urban,NA
19077,woman in jacket with hood up walks alone down crowded street .,walk-01,walk,N/A,outdoors,man-made,transportation_urban,NA
19079,girl bundled up in jacket against the cold .,bundle-up-02,bundle,N/A,outdoors,man-made,transportation_urban,NA
19081,a lady in a black shirt is standing in a crowd with a rolled up piece of paper in her hands .,stand-01,stand,N/A,outdoors,man-made,transportation_urban,NA
19082,a woman in a black shirt stands amidst a gathering of people .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
19083,a woman at an outdoor event holds a brochure in her hand .,hold-01,hold,N/A,outdoors,man-made,transportation_urban,NA
19084,a woman in black looks concerned about something .,look-02,look,N/A,outdoors,man-made,transportation_urban,NA
19085,a woman looks off to her right in a crowd .,look-01,look,N/A,outdoors,man-made,transportation_urban,NA
19087,a man wearing orange overalls uses a roller to cover graffiti .,use-01,use,N/A,indoors,man-made,other_unclear,NA
19088,a cleaner worker is cleaning the walls of a subway .,clean-01,clean,N/A,indoors,man-made,other_unclear,NA
19089,a man in orange overalls is cleaning up graffiti .,clean-up-02,clean,N/A,indoors,man-made,other_unclear,NA
19090,man painting over graffiti in a station .,paint-over-02,paint,N/A,indoors,man-made,other_unclear,NA
19092,a man in a gray shirt stands outside of a storefront while eating a snack and listening to his cellphone .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
19093,man in a gray shirt and black pants standing in front of a storefront .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
19094,a man is eating an ice cream cone in front of a closed shop window .,eat-01,eat,N/A,outdoors,man-made,transportation_urban,NA
19097,a man wearing an apron and a bowler hat is smiling .,smile-01,smile,N/A,indoors,man-made,work_education,NA
19098,a man with a bowtie is holding two pieces of wood .,hold-01,hold,N/A,indoors,man-made,work_education,NA
19099,a man in a bowtie is working with wood .,work-01,work,N/A,indoors,man-made,work_education,NA
19100,an older man posing for a picture .,pose-01,pose,N/A,indoors,man-made,work_education,NA
19101,"an elderly bald man at a street corner plays a violin , apparently busking while sitting on a folding chair .",play-11,play,N/A,outdoors,man-made,transportation_urban,NA
19103,a man in a white shirt a dark tan pants plays a violin outside .,play-11,play,N/A,outdoors,man-made,transportation_urban,NA
19104,an older man is playing a violin on the street .,play-11,play,N/A,outdoors,man-made,transportation_urban,NA
19106,a group of people dressed in white are strapped into harnesses connected to a pair of almost vertical wires as they hang and contort themselves .,strap-01,strap,N/A,indoors,man-made,other_unclear,NA
19107,several individuals in white leotards and climbing gear are hooked together in a vertical human chain .,hook-01,hook,N/A,indoors,man-made,other_unclear,NA
19108,a group of people in white uniforms building human ladder .,build-01,build,N/A,indoors,man-made,other_unclear,NA
19109,men and women in white suits holding each others limbs .,hold-01,hold,N/A,indoors,man-made,other_unclear,NA
19112,"two women walking down the street outside of a restaurant , one with a stroller and a baby , the other with a dog .",walk-01,walk,N/A,outdoors,man-made,restaurant,NA
19116,"a large amount of pigeons swarm a grassy area with a tree , a woman in the background smiles at them .",swarm-01,swarm,N/A,outdoors,man-made,recreation,NA
19118,a group of birds are flying chaotically in a yard in the city .,fly-01,fly,N/A,outdoors,man-made,recreation,NA
19119,group of pigeons flying in the air .,group-01,group,N/A,outdoors,man-made,recreation,NA
19122,"a man wearing a hat , white shirt , pants , and shoes sleeps on a park bench .",sleep-01,sleep,N/A,outdoors,man-made,recreation,NA
