Sentence,Verb,Lemma,PropBank Role (n)
a slightly overweight woman in a short skirt and top stands on the sidewalk in front of a wall with several old posters and a barred window .,stand-01,stand,2
a slightly overweight woman in a short skirt and top stands on the sidewalk in front of a wall with several old posters and a barred window .,post-01,post,2
two men in orange vests and hard hats are at a parking garage in the uk standing by a post .,park-01,park,2
two men in orange vests and hard hats are at a parking garage in the uk standing by a post .,wear-01,wear,2
two men in orange vests and hard hats are at a parking garage in the uk standing by a post .,stand-01,stand,2
"a man wearing a white shirt , blue scarf , and suspenders stands with his hands on his hips outside of a restaurant .",stand-01,stand,2
"a man wearing a white shirt , blue scarf , and suspenders stands with his hands on his hips outside of a restaurant .",wear-01,wear,2
this girl has got some skills and is showing them off by playing with fire !,play-01,play,N/A
"a man rock climbs up a very tall cliff , with a blue rope behind him .",climb-01,climb,N/A
older man in blue shirt staring down at a beer can in his hand .,stare-01,stare,N/A
older man in blue shirt staring down at a beer can in his hand .,wear-01,wear,N/A
"two adults , one female in white , with shades and one male , gray clothes , walking across a street , away from a eatery with a blurred image of a dark colored red shirted person in the foreground .",walk-01,walk,2
"two adults , one female in white , with shades and one male , gray clothes , walking across a street , away from a eatery with a blurred image of a dark colored red shirted person in the foreground .",blur-01,blur,2
"two adults , one female in white , with shades and one male , gray clothes , walking across a street , away from a eatery with a blurred image of a dark colored red shirted person in the foreground .",color-01,color,2
a man helps a young girl balance on a bicycle that is too big for her .,help-01,help,N/A
a man helps a young girl balance on a bicycle that is too big for her .,balance-01,balance,N/A
"a woman in a black top stands with another man , displaying a group of patterned dresses on hangars .",display-01,display,2
"a woman in a black top stands with another man , displaying a group of patterned dresses on hangars .",pattern-01,pattern,2
"a woman in a black top stands with another man , displaying a group of patterned dresses on hangars .",stand-01,stand,2
"there are two women waving one hand and wearing white shirts , scarves , sunglasses , white gloves , and stewardess hats .",wear-01,wear,N/A
"there are two women waving one hand and wearing white shirts , scarves , sunglasses , white gloves , and stewardess hats .",wave-01,wave,N/A
a man in a black shirt and blue jeans stands in front of a shop window next to a open cellar .,stand-01,stand,2
"a little girl with a red shirt , blue jeans , white and blue tennis shoes wearing a multicolored bookbag on her back running in front of an old condemned building with the words prave in red written on the wall .",condemn-01,condemn,N/A
"a little girl with a red shirt , blue jeans , white and blue tennis shoes wearing a multicolored bookbag on her back running in front of an old condemned building with the words prave in red written on the wall .",wear-01,wear,N/A
"a little girl with a red shirt , blue jeans , white and blue tennis shoes wearing a multicolored bookbag on her back running in front of an old condemned building with the words prave in red written on the wall .",color-01,color,N/A
"a little girl with a red shirt , blue jeans , white and blue tennis shoes wearing a multicolored bookbag on her back running in front of an old condemned building with the words prave in red written on the wall .",write-01,write,N/A
"a brown-haired man wearing glasses , a dark polo shirt and jeans sits in front of a piano while reading .",sit-01,sit,2
"a brown-haired man wearing glasses , a dark polo shirt and jeans sits in front of a piano while reading .",read-01,read,2
a tan dog dragging a deflated innertube down the beach .,drag-01,drag,N/A
a fluffy white dog on a leash with its owner riding a bike .,ride-01,ride,N/A
a fluffy white dog on a leash with its owner riding a bike .,own-01,own,N/A
a woman with long hair holds the hand of small girl in one piece blue bathing suit while they run among other children on flooded pavement .,hold-01,hold,0
a woman with long hair holds the hand of small girl in one piece blue bathing suit while they run among other children on flooded pavement .,flood-01,flood,0
a woman with long hair holds the hand of small girl in one piece blue bathing suit while they run among other children on flooded pavement .,bathe-01,bathe,0
groom wearing black and gray tux and bride wearing a white dress are being sprinkled with flowers .,wear-01,wear,N/A
groom wearing black and gray tux and bride wearing a white dress are being sprinkled with flowers .,wear-01,wear,N/A
three people shopping in an isle in a foreign grocery store .,shop-01,shop,2
"a woman dressed in a blue shirt , plaid shorts and brown shoes , soaking her feet in a rocky creek while sitting on a towel .",sit-01,sit,2
"a woman dressed in a blue shirt , plaid shorts and brown shoes , soaking her feet in a rocky creek while sitting on a towel .",chew-01,chew,2
"a woman dressed in a blue shirt , plaid shorts and brown shoes , soaking her feet in a rocky creek while sitting on a towel .",dress-01,dress,2
"a woman dressed in a blue shirt , plaid shorts and brown shoes , soaking her feet in a rocky creek while sitting on a towel .",wear-01,wear,2
"a man in a white shirt and black exercise shorts walks on a sidewalk , which is located behind a street under construction and in front of a two garage house .",walk-01,walk,2
"a man in a white shirt and black exercise shorts walks on a sidewalk , which is located behind a street under construction and in front of a two garage house .",construct-01,construct,2
"a man in a white shirt and black exercise shorts walks on a sidewalk , which is located behind a street under construction and in front of a two garage house .",wear-01,wear,2
a baby carrying a ball in stands in front of a house with a hose in the background .,stand-01,stand,2
a baby carrying a ball in stands in front of a house with a hose in the background .,carry-01,carry,2
two dogs both pull on the same orange ball while playing in the sand .,play-01,play,N/A
two dogs both pull on the same orange ball while playing in the sand .,same-01,same,N/A
two men sitting down and wrapping baked goods in plastic wrap .,wrap-01,wrap,N/A
two men sitting down and wrapping baked goods in plastic wrap .,bake-01,bake,N/A
competitors getting ready to compete in a grand opening event hosted by the chief executive,ready-01,ready,N/A
competitors getting ready to compete in a grand opening event hosted by the chief executive,compete-01,compete,N/A
competitors getting ready to compete in a grand opening event hosted by the chief executive,host-01,host,N/A
competitors getting ready to compete in a grand opening event hosted by the chief executive,compete-01,compete,N/A
"two men are standing outside , wearing formal clothes .",stand-01,stand,2
"two men are standing outside , wearing formal clothes .",wear-01,wear,2
a baby girl being taken on a walk with her father in a park .,take-01,take,2
a baby girl being taken on a walk with her father in a park .,walk-01,walk,2
four people are sitting at a picnic bench eating while a fifth man stands next to the bench .,contrast-01,contrast,2
four people are sitting at a picnic bench eating while a fifth man stands next to the bench .,sit-01,sit,2
four people are sitting at a picnic bench eating while a fifth man stands next to the bench .,eat-01,eat,2
four people are sitting at a picnic bench eating while a fifth man stands next to the bench .,stand-01,stand,2
"a man stands near a street in a suit with a sign saying "" stop raping my wife ! """,stand-01,stand,2
"a man stands near a street in a suit with a sign saying "" stop raping my wife ! """,say-01,say,2
"a man stands near a street in a suit with a sign saying "" stop raping my wife ! """,stop-01,stop,2
"a man stands near a street in a suit with a sign saying "" stop raping my wife ! """,rape-01,rape,2
a woman in a flowered sundress walks her white chihuahua past a green building .,walk-01,walk,2
"while the humans put their feet into the fountain , the puppy on the side with his master checks out the muzzle leash on the large rottweiler .",put-01,put,N/A
"four young adults sit outside on a wooden deck near a building around a small round table , while another person stands on the edge of the deck , leaning on the wooden railing , with the sun shining on one of them and the rest of them are in the shade , two of them crossing their legs , one holding a cellphone out in front of himself and another holding a green and red soda can .",contrast-01,contrast,2
"four young adults sit outside on a wooden deck near a building around a small round table , while another person stands on the edge of the deck , leaning on the wooden railing , with the sun shining on one of them and the rest of them are in the shade , two of them crossing their legs , one holding a cellphone out in front of himself and another holding a green and red soda can .",sit-01,sit,2
"four young adults sit outside on a wooden deck near a building around a small round table , while another person stands on the edge of the deck , leaning on the wooden railing , with the sun shining on one of them and the rest of them are in the shade , two of them crossing their legs , one holding a cellphone out in front of himself and another holding a green and red soda can .",hold-01,hold,2
"four young adults sit outside on a wooden deck near a building around a small round table , while another person stands on the edge of the deck , leaning on the wooden railing , with the sun shining on one of them and the rest of them are in the shade , two of them crossing their legs , one holding a cellphone out in front of himself and another holding a green and red soda can .",hold-01,hold,2
"four young adults sit outside on a wooden deck near a building around a small round table , while another person stands on the edge of the deck , leaning on the wooden railing , with the sun shining on one of them and the rest of them are in the shade , two of them crossing their legs , one holding a cellphone out in front of himself and another holding a green and red soda can .",hold-01,hold,2
"four young adults sit outside on a wooden deck near a building around a small round table , while another person stands on the edge of the deck , leaning on the wooden railing , with the sun shining on one of them and the rest of them are in the shade , two of them crossing their legs , one holding a cellphone out in front of himself and another holding a green and red soda can .",stand-01,stand,2
"four young adults sit outside on a wooden deck near a building around a small round table , while another person stands on the edge of the deck , leaning on the wooden railing , with the sun shining on one of them and the rest of them are in the shade , two of them crossing their legs , one holding a cellphone out in front of himself and another holding a green and red soda can .",shine-01,shine,2
a long-haired man stands next to a gray brick wall in front of a seagull playing an instrument .,stand-01,stand,2
nine individuals are sitting on a yellow tile floor around a whiteboard with small colored tiles on it .,sit-01,sit,2
nine individuals are sitting on a yellow tile floor around a whiteboard with small colored tiles on it .,color-01,color,2
"one woman gives another woman a pedicure in a small apartment , as yet another woman watches .",give-01,give,N/A
"one woman gives another woman a pedicure in a small apartment , as yet another woman watches .",watch-01,watch,N/A
two people riding their bikes down a street together .,ride-01,ride,N/A
"a football player wears a green jersey with the number "" <number> "" on it .",wear-01,wear,N/A
"a football player wears a green jersey with the number "" <number> "" on it .",play-01,play,N/A
a child in a red shirt rides a zip-line while a shirtless child waits on a platform .,ride-01,ride,N/A
a child in a red shirt rides a zip-line while a shirtless child waits on a platform .,wait-01,wait,N/A
a view through a door into a small tiled room where a man and two children are asleep on the floor .,view-01,view,N/A
a view through a door into a small tiled room where a man and two children are asleep on the floor .,roll-01,roll,N/A
a view through a door into a small tiled room where a man and two children are asleep on the floor .,sleep-01,sleep,N/A
a shirtless roofer at work is viewed through the weather vane of an adjacent building .,view-01,view,N/A
a shirtless roofer at work is viewed through the weather vane of an adjacent building .,work-01,work,N/A
a shirtless young boy in shorts kicks a soccer ball in dry yellowed grass beside a picnic table .,kick-01,kick,N/A
a scruffy looking man smoking while sitting on the sidewalk and holding a guitar next to a bike of some sort .,hold-01,hold,0
a scruffy looking man smoking while sitting on the sidewalk and holding a guitar next to a bike of some sort .,sit-01,sit,0
a woman is sitting on a lawn chair holding a blown up of incredible hulk .,sit-01,sit,2
a woman is sitting on a lawn chair holding a blown up of incredible hulk .,hold-01,hold,2
a man is about to land on the ground after parachuting at a blue angels air show .,land-01,land,N/A
a man is about to land on the ground after parachuting at a blue angels air show .,pilot-01,pilot,N/A
six children are wearing burlap sacks and having a potato sack race .,wear-01,wear,N/A
"the guy with shorts and boots on , is sitting on top of a building .",sit-01,sit,2
"a child in period costume looking at a table with a bowl , cup , and a basket of apples .",look-01,look,2
a woman wearing a blue shirt and holding a baby looks down at a little girl wearing a lime green shirt and pink shoes .,look-01,look,2
a woman wearing a blue shirt and holding a baby looks down at a little girl wearing a lime green shirt and pink shoes .,wear-01,wear,2
a woman wearing a blue shirt and holding a baby looks down at a little girl wearing a lime green shirt and pink shoes .,hold-01,hold,2
a woman wearing a blue shirt and holding a baby looks down at a little girl wearing a lime green shirt and pink shoes .,wear-01,wear,2
i am sure his eyeglasses helped him make sure his grilled pieces of meat were cooked thoroughly while he enjoyed being surrounded by the wilderness .,help-01,help,N/A
i am sure his eyeglasses helped him make sure his grilled pieces of meat were cooked thoroughly while he enjoyed being surrounded by the wilderness .,ensure-01,ensure,N/A
i am sure his eyeglasses helped him make sure his grilled pieces of meat were cooked thoroughly while he enjoyed being surrounded by the wilderness .,enjoy-01,enjoy,N/A
i am sure his eyeglasses helped him make sure his grilled pieces of meat were cooked thoroughly while he enjoyed being surrounded by the wilderness .,cook-01,cook,N/A
i am sure his eyeglasses helped him make sure his grilled pieces of meat were cooked thoroughly while he enjoyed being surrounded by the wilderness .,surround-01,surround,N/A
i am sure his eyeglasses helped him make sure his grilled pieces of meat were cooked thoroughly while he enjoyed being surrounded by the wilderness .,fill-01,fill,N/A
"five hikers traverse a dry , scrubby plain towards snowy peaks in the background .",travel-01,travel,1
"five hikers traverse a dry , scrubby plain towards snowy peaks in the background .",fish-01,fish,1
a young white female in a black beanie and maroon snowsuit laying on the snowy ground making a snow angel .,lay-01,lay,2
a young white female in a black beanie and maroon snowsuit laying on the snowy ground making a snow angel .,make-01,make,2
a young white female in a black beanie and maroon snowsuit laying on the snowy ground making a snow angel .,snow-01,snow,2
a young white female in a black beanie and maroon snowsuit laying on the snowy ground making a snow angel .,wear-01,wear,2
a person in a black jacket standing in front of a stone building .,stand-01,stand,2
a person in a black jacket standing in front of a stone building .,wear-01,wear,2
there are multiple chinese people standing on a street and one of two of them are carrying a flag .,carry-01,carry,2
there are multiple chinese people standing on a street and one of two of them are carrying a flag .,stand-01,stand,2
a person in a red robe is showing a crowd of people a purple and red striped tube .,show-01,show,N/A
a person in a red robe is showing a crowd of people a purple and red striped tube .,wear-01,wear,N/A
a group of hikers led by a black and white dog climbs a hillside trail covered in ferns .,climb-01,climb,1
a group of hikers led by a black and white dog climbs a hillside trail covered in ferns .,ski-01,ski,1
"a pharmacist in a white coat and glasses is hard at work in his pharmacy lab , but turns to smile for the camera .",contrast-01,contrast,N/A
"a pharmacist in a white coat and glasses is hard at work in his pharmacy lab , but turns to smile for the camera .",work-01,work,N/A
"a pharmacist in a white coat and glasses is hard at work in his pharmacy lab , but turns to smile for the camera .",try-01,try,N/A
"a pharmacist in a white coat and glasses is hard at work in his pharmacy lab , but turns to smile for the camera .",smile-01,smile,N/A
young man standing on a dock next to a green and white pole .,stand-01,stand,2
man in yellow shirt pretends to pull anchor rope inside a ship with a glass of what looks like beer close by .,pretend-01,pretend,N/A
man in yellow shirt pretends to pull anchor rope inside a ship with a glass of what looks like beer close by .,wear-01,wear,N/A
a golden retriever is coming out of the water carrying a stick in its mouth .,come-01,come,2
a golden retriever is coming out of the water carrying a stick in its mouth .,carry-01,carry,2
man with no shirt on wearing shorts and hiking boots standing with hand on his head looking out onto a mountain .,stand-01,stand,2
man with no shirt on wearing shorts and hiking boots standing with hand on his head looking out onto a mountain .,look-01,look,2
man with no shirt on wearing shorts and hiking boots standing with hand on his head looking out onto a mountain .,wear-01,wear,2
one young girl with brown hair is smiling and talking to a young girl with blond-hair .,talk-01,talk,N/A
one young girl with brown hair is smiling and talking to a young girl with blond-hair .,smile-01,smile,N/A
snowy mountainside with snow gear and poles in forefront .,reserve-01,reserve,N/A
a lone hiker is sitting on a rock on a snowy mountain trail .,sit-01,sit,2
a lone hiker is sitting on a rock on a snowy mountain trail .,fish-01,fish,2
a man wearing a black jacket sitting down staring intently .,sit-01,sit,2
a man wearing a black jacket sitting down staring intently .,interest-01,interest,2
a man wearing a black jacket sitting down staring intently .,wear-01,wear,2
"a baby in pajamas is sitting in a suitcase , rummaging through its contents .",dig-01,dig,2
"a baby in pajamas is sitting in a suitcase , rummaging through its contents .",sit-01,sit,2
"a baby in pajamas is sitting in a suitcase , rummaging through its contents .",contain-01,contain,2
baby sitting on floor and holding a game controller over its head .,hold-01,hold,0
baby sitting on floor and holding a game controller over its head .,sit-01,sit,0
an older man in jeans and a sweater is lifting down a box from the top of a pile .,lift-01,lift,m
an older man in jeans and a sweater is lifting down a box from the top of a pile .,wear-01,wear,m
"two children are standing between parked cars while one of them is making a sad face , holding his wrist .",hold-01,hold,0
"two children are standing between parked cars while one of them is making a sad face , holding his wrist .",make-01,make,0
"two children are standing between parked cars while one of them is making a sad face , holding his wrist .",stand-01,stand,0
"two children are standing between parked cars while one of them is making a sad face , holding his wrist .",park-01,park,0
"students taking study time to study , read paper or daydream at the window .",dream-01,dream,N/A
"students taking study time to study , read paper or daydream at the window .",read-01,read,N/A
"students taking study time to study , read paper or daydream at the window .",take-01,take,N/A
"students taking study time to study , read paper or daydream at the window .",study-01,study,N/A
"students taking study time to study , read paper or daydream at the window .",study-01,study,N/A
a man on top of a tiled roof works next to his bucket .,work-01,work,N/A
a man on top of a tiled roof works next to his bucket .,grind-01,grind,N/A
"two children wearing hats are standing on the shoreline , and a woman is holding one child by the arm while the other is fishing .",hold-01,hold,0
"two children wearing hats are standing on the shoreline , and a woman is holding one child by the arm while the other is fishing .",fish-01,fish,0
"two children wearing hats are standing on the shoreline , and a woman is holding one child by the arm while the other is fishing .",stand-01,stand,0
"two children wearing hats are standing on the shoreline , and a woman is holding one child by the arm while the other is fishing .",wear-01,wear,0
black dog paddles through the water with a bright ball in its mouth .,paddle-01,paddle,3
man in white shirt flipping young boy in the water with four other boys surrounding them .,flip-01,flip,N/A
man in white shirt flipping young boy in the water with four other boys surrounding them .,surround-01,surround,N/A
two men are sleeping on makeshift beds on the side of a cliff .,sleep-01,sleep,N/A
