Original Sentence,Processed Sentence
['Some people sit in eating restaurants outside of China.'],['Some people sit in eating restaurants outside of China.']
"['A woman on a city street spoke to another, another carrying a guitar and having a purple nipple pasty and a cowboy hat.']","['Another woman, carrying a guitar, had a purple nipple pasty and a cowboy hat spoke to the woman, 2.']"
['Canadian sports teams in red shirt sit along the pond wall.'],['Canadian sports teams in red shirt sit.']
['The stroller baby with orange t-shirt held it like a steering wheel.'],['Holding baby strollers like steering wheels.']
['The Oriental store on the corner of one way street has a city store.'],['The Oriental store on the corner of one way street has a city store.']
"['At a street corner, some crossers in the street were standing waiting for the lights to change to crosswalks.']",['Some people standing in crosswalks waiting for a crosswalk that could be changed to a light.']
"['The young man behind, written by Japan, had green shorts and white shirt.']",['A young Japanese writer with green shorts and white shirt.']
['A group of people in the city stood while several were held up by the camera to point it off.'],"['Several held the camera, standing with a group of people.']"
['A young Asian man with a purple shirt and skinny jeans walked down the street with several other young adults.'],['A young Asian man in a purple shirt and skinny jeans walked down with several other young adults.']
['A few young men behind the pavilion kicked the ball around in the pavilion.'],['Several young men behind the pavilion stood kicking the ball.']
"['Walk next to a cinder wall, a cinder block with black skirts and white blouses, next to a woman in wearing a man in white neckties and long shirts.']",['The women in the wear walked alongside a man in a white necktie and long shirt.']
"[""A woman with a boy's sign on the window walked on the sidewalk outside the store in a number of rows.""]",['A woman with a boy sign walked in.']
['The young man who was cleaning shoes for money sat waiting on the train platform.'],['Sitting waiting for a young man to clean shoes for money.']
skip_because_no_change,skip
['A man in a suit jacket threw over his shoulder walked past a wall devoted to graffiti art.'],['A shoulder-length man in a suit jacket walked.']
skip_because_no_change,skip
skip_because_no_change,skip
"['Outside, a blue-wearing man, walking in a holding like a model airplane in yellow, flying, flying, could fly.']","['There was a blue-wearing man in his 30s walking in a holding a model airplane like a yellow one, flying.']"
['Model airplanes are playing on a large field.'],['People are playing with model airplanes.']
"['But a man in a white and orange dress walked by in a green training wheel bike, in a pant and light t-shirt.']",['But a man in a pant and light t-shirt walked by.']
"['The man was wearing a tie, glass, flower shoes, oxford jeans and white hat, while he stood with a blue jacket on the sidewalk where passers by, holding a full wineglass.']","['The man stood with a blue jacket and held a full wineglass, wearing a tie, glass, flower shoes, oxford jeans and white hat.']"
['The group of teens walked in front of the emergency vehicle dispatch depot.'],['A group of teens walked.']
skip_because_no_change,skip
"['The two speedboats, red and white, cast-away forests in the background, seem to be racing along the water bodies each.']","['It seems that two speedboats, red, white and cast-forest, are racing along water bodies, each one seeming to be the other.']"
"['And the little girl in her yellow hat up her face, her hands closed, and she sat on the grass.']","[""And the little eye-wearing yellow hat-wearing girl's face's hands were up and closed, sitting.""]"
['A bunch of people are in a picture over the side of the boat.'],['Picture a bunch of people.']
skip_because_no_change,skip
['People waiting for the train at the underground platforms of urban metro systems.'],['People waiting for the train.']
['People in red trim and black long capes put on the show outside.'],['People in red trim and black long capes put on the show.']
"['Young women in black sweatshirts worked with their laptops, smoked cigarettes and sat on a concrete staircase.']","['When a young woman in a black sweatshirt worked her laptop, smoked a cigarette and sat.']"
skip_because_no_change,skip
"['In the city, pedestrian groups use crosswalks.']",['A pedestrian group used the crosswalk.']
['A group of casually dressed people sat on the outside wall along the pedestrian walkway at the Irish bar.'],['A group of casually dressed people sat on the outside wall along the pedestrian walkway at the Irish bar.']
"['Six men in front of them, in blue shirted and back to camera, sat on the dock of the boat, with piles of red fish nets in dress.']","['Six men in front of them, in blue shirt, sitting back with piles of red fish nets in dress.']"
['Three boys without shirts sat on cement steps in the water.'],['Three boys with no shirt sat on.']
"['On the bridge were men looking at boats and water, women with head coverings.']","['There were men looking at boats and water, women with head coverings.']"
['White shirted people pushed shopping carts in front of fruit markets.'],"[""The cart was pushed by people in white shirt's.""]"
['A lady in a gold sweater with a name tag and another man approaching with an uncle hat and two men in festive orange clothes.'],['A sweater lady with a name tag and another man approaching with two festive men.']
['A man selling items in the yellow background stood along the street side with an umbrella.'],['The man selling the item stood.']
"['In what appears, a group of Chinese lay together on the front porch, sitting down.']","['And the group of Chinese lay down together, sitting.']"
skip_because_no_change,skip
['Several sunglass wearers in green and yellow clothing looked something.'],['Several sunglass wearers in clothing looked something.']
"[""A woman and several boys stood near a large chain barrier near the water's edge.""]","['Nearby, a woman and several boys stood.']"
['Little boys playing with steering wheels attached to climbing apparatus in the park.'],['Little boys playing with steering wheels attached to climbing apparatus.']
"['And a girl with black hair was wearing white bracelets and a red dress, cooking on the kitchen counters white/white types of vegetables.']",['And a girl with black hair cooked white/white vegetables in white bracelets and red dresses.']
"['A dark-haired woman with red ribbons and a blue shirt with a design on it, in colorful native attire, displayed her.']","['A dark, wrapped woman with a design on a blue shirt, in colorful native attire displayed her.']"
['Another appeared to pass by in a race in two separate Asian countries between two people on two separate motorcycles.'],['Another appeared to pass by in a race in two separate Asian countries between two people on two separate motorcycles.']
['A man in a blue jogging suit ran on the sidewalk in front of the painting.'],['The man in the blue jogging suit ran.']
"['The man using a long lens on the camera was looking for a colorful, chubby, bicycle man attached to a large umbrella with a white and a maroon one.']","['A man looking like a colorful, chubby bicycle man attached to a white umbrella in maroon uses long lenses.']"
skip_because_no_change,skip
"['Women and men view symbols, guns and cows in art galleries pieces.']","['Women and men view symbols, guns and cows.']"
['A man with a skateboard-resting foot sat on a bench with loads of brown shoes on his jean and a black tank top.'],"['A footed man, with skateboard rest, sat in a loaded jean in brown shoes and a black tank top.']"
"['And one girl acted like she was jumping headfirst into an indoor swimming pool, with many people in.']","['And one girl acted like she was jumping headfirst into an indoor pool, with many people in.']"
['One child stood looking up at the sky and three adults.'],"['One child stood looking up at the sky, three adults.']"
['Three bright-colored wind sailboats flew in a large white cap body on the water.'],['Three bright-colored wind-powered sailboats flew in.']
['A male vendor selling beautiful roses to a young woman in the street tried to sell her.'],['A male vendor selling beautiful roses to a young woman tried to do it.']
"['In the middle of the ocean, the young men in the middle of the ocean closed their eyes to the warm sun and relaxed in the boat.']","['And the young eye man closed his eyes to avoid the warm of the sun, and relaxed.']"
['Children born cry as healthcare workers check reflexes.'],"['Workers check, birthers cry.']"
skip_because_no_change,skip
"['A group of people on the waterfront, including a bicycle man.']",['A group of people included a bicycle man.']
skip_because_no_change,skip
['Crazy guy who scares a lot of people and dresses like a devil posing with weird expressions.'],['Crazy guy who scares a lot of people and dresses like a devil posing with weird expressions.']
"['And the faint could see walking, the background looked lovely, with stone houses from the old world.']","['And the faint could see walking, looking out onto the streets and into the old world stone houses.']"
['A young man in black pants and shirts stood in front of a black picture some color.'],['A young man stood in black pants and shirts.']
"['A young girl in white shirt and black pant stood in front of the water, moving like a swan ballerina.']",['A young girl stood in a similar movement in white shirt and black pants.']
"[""His son's lip was stroked in the head by his son's head, but he looked at the camera and pulled it back.""]","['But his son, who looked at the camera and pulled his lip, was stroked.']"
"['And the young boy held a blue sponge in his left hand, running to the soapy pan with water.']","['And the soapy pan ran with water, holding a blue sponge in the left hand.']"
['A large pool of sliding water stood between the people around in red shirts.'],"['People in red shirt stood around, slapping their water into a large pool.']"
"['Drumsticks hit as a touring person, in a gray cap and playing shirt, sat outside in front of the bush, in a hi hat.']",['Drumstick hits as tourpers in gray capes and playing shirts sit on hi hats.']
"['The backpackers ran down a hill of sand, with a view of one skinny tree, clouds and a mountain in the background.']","['The backpackers ran down the sand hill, having a view of one skinny tree and clouds over the mountains.']"
['A man reading a book in a gray and black shade leans against a pillar on brick pavement.'],['Leaning on a book-reader in a gray and black shade.']
['A man leaning on the side of the building played an accordion.'],['Lean men play accordions.']
['A man dressed in a leather bondage suit stood on a platform holding a rainbow flag along the parade route.'],['and holding rainbow flags and standing on platforms.']
skip_because_no_change,skip
skip_because_no_change,skip
['An old man walking along a quiet street.'],['The old walking man.']
['A smiling couple is photographed in an urban setting against the backdrop of a fountain in the water.'],['A photo of a smiling couple.']
"['Leaning over a white bucket on the street side, a long-sleeved blue dress woman.']",['Leaning on a woman in a long blue dress.']
['A woman in a white snow-white shorts and pink shirt held a blue shovel.'],['Holding a blue shovel.']
['4 people waiting behind a wall covered in Japanese or Chinese characters waited on the side of the road.'],['4 people waiting behind a wall covered in Japanese or Chinese characters waited on the side of the road.']
['A girl in a bright blue dress stood in the street in front of a red building.'],['The girl stood in a bright blue dress.']
['A young man in dark glasses and a backpack approached a brick building with a bit of graffiti on the walls.'],['A young man approached in dark glasses and a backpack.']
"['When a woman walks down the sidewalk, her eyes are pointed when the window reflects on the car in the background.']","['As the woman walked down, her point was reflected in the car.']"
skip_because_no_change,skip
skip_because_no_change,skip
['The man at the cherry picker was high above the ground beside the beige house.'],['The man was high.']
skip_because_no_change,skip
"['In front of an old brick building, waving, carrying the flag, dancing on platforms and jumping in circles, a team of people in darker maryjane shoes and a green short top sat in front of a team of people in green shorts and tops, dancing in front of the flag-carrying flags.']","['In front of an old brick building, waving, carrying the flag, dancing on platforms and jumping in circles, a team of people in darker maryjane shoes and a green short top sat in front of a team of people in green shorts and tops, dancing in front of the flag-carrying flags.']"
skip_because_no_change,skip
"['Three people, one wearing a gray/cyan shirt, and one with a yellow shirt, walked down a retain sidewalk to signs and a wall in the foreground.']","['Three people, one wearing a gray/cyan shirt, and one with a yellow shirt, walked down a retain sidewalk to signs and a wall in the foreground.']"
['Children in bath suits play in fountains in urban areas.'],['Children in bath suits play.']
skip_because_no_change,skip
skip_because_no_change,skip
"['On sunny days, a head woman with a gray skirt and white blouse held a white umbrella over her.']","['On sunny days, the white umbrellas were held.']"
"['People in reggae hats, camouflage pants and yellow shirt walked down the sidewalk carrying a backpack.']","['People in reggae hats, camouflage pants and yellow shirt walked down the sidewalk carrying a backpack.']"
"['Two women walk along the street beside each other, on the sidewalk going the opposite direction, passing a man beside.']",['Walking through a man and two women.']
['People with faces pulled over and hoods recline against ladders.'],['People with faces pulled over their heads and gray hoods recline.']
['A cigarette-smoker woman in a black dress leans against the building.'],['Leaning on cigarette-smokers in black dresses.']
"['A walking band on stage, smiling, a handier man than the old.']",['a smiling walking band with a more manly hand.']
"['A middle-aged man, hand-held, Indian-styled, sat outside holding folded papers.']","['A middle-aged man, hand-held, Indian-styled, sat holding folded papers.']"
"['The cob cook was wearing a blue white shirt, while the different men bought a piece of corn.']","['The cook was wearing a blue white shirt, while the different men bought a piece of corn.']"
['A man in green shirt was walking down the sidewalk past a large building.'],['A man in a green shirt walked down the sidewalk.']
"['And a woman with a skirt wandered past a public water fountain, a young girl in a topless braided blue pink ribbon and a zebra skirt and white t-shirt.']","['And the women who had wandered in, a young girl without a top, with braids, with a zebra skirt and a white t-shirt.']"
"['A man in blue shirt sits next to some paintings in a brick planter, next to some paintings.']",['A man in blue shirt sat there.']
skip_because_no_change,skip
"['And as the man, with a jean jacket, walked past two women, he reached for a bag.']","['And as the man, with a jean jacket, walked past two women, he reached for a bag.']"
skip_because_no_change,skip
"['And two large clear bears also held colorful objects, a man in a white pant and shirt took the picture.']","['And two large clear bears also held colorful objects, a man in a white pant and shirt took the picture.']"
['A man looking for merchandise was over at a retail store.'],['Over there was a man looking for merchandise.']
"['But another bicyclist, riding behind him, sat in a corner crosswalk in front of a red brick building, two people with bicycles.']",['But two cyclists are sitting.']
['A couple sat on a concrete pier watching the mountains in the distance and oil rigs on water.'],['A couple sat watching the mountains and rigs.']
"['In front of a building with broad windows, around two stalls covered with target logos, a group of event staff moved in.']","['And around two stalls covered with target logos, a group of event staff moved in.']"
skip_because_no_change,skip
skip_because_no_change,skip
['A woman with her head held in a hat by the street passed by in front of an ice cream truck.'],['Pass by.']
"['Black lady walks down the sidewalk in an afro car, talking on the cellphone, carrying a black bag with a blue jeans jacket and wearing short brown sunglasses.']","['Black lady walks in an afro car, talks on the cellphone, carries black bag with blue jeans jacket, wears bright short sunglasses']"
"['And a young person with a decorative white button held a wood-finished guitar, singing from a microphone.']",['And a microphone sang and a finished guitar was held.']
['A hand-painted blue shirt girl extended out to the open fire hydrant.'],['A hand-painted blue shirt girl extended out to the open fire hydrant.']
['The woman talked on the cellphone at the curb in front of the restaurant.'],['The woman talks.']
"['And the fan runs in the background, the two Asian men work in a rather sparse quarter.']",['And run by two Asian men working.']
"['A dark haired person stood on the sidewalk in front of a white, orange truck.']",['The person with dark hairs stood.']
"['When a young man walked to the side in a grassy street area in white jeans and gray shirt, he balanced.']",['Balance was on the walk of a young man in grassy areas in white jeans and gray shirt.']
"['The woman sits in the sun in the middle of the pond, among some large rocks.']",['The woman sat.']
"['The woman held a sign with a yellow shirt and black pant written ""2e3"".']","['The woman held a sign with a yellow shirt and black pant written ""2e3"".']"
"['A man in a suit and shorts was waiting to cross the road, while a young male looked on in looming traffic.']",['But the man crossing the road in a t-shirt with short sunglasses was waiting.']
"['The older man, with an ambuc banner and dark suits, spoke from the podium microphone.']","['The older man, with an ambuc banner and dark suits, spoke from the microphone.']"
['The elderly woman in blue shirt spoke from her hips to the male hand.'],"['The elderly woman in blue shirt spoke from the hips of the male, hand.']"
['The couple walked hand in hand in front of a wall of a Victorian-style sleeping baby building.'],['The couple walked.']
"['When a woman looks at her cellphone, carrying a bag next to a bag in a chair, behind a blue man with a large earring blouse, black and orange blouse, or a descendant, looking in her cellphone, or checking up, carrying a bag next to a bag in a chair, or behind a blue man with a large earring blouse, or a']","['Or when a descendant black woman looking at her cellphone, carrying a bag behind her, with a large earrings blouse, wearing an orange blouse, checks up.']"
['Many people in white dress at the stadium are conversing with each other.'],['Many white dressers are conversing with each other.']
['A man with a neck around his black lanyard and black hair examined an electronic equipment piece.'],['The man had a neck around his lanyard and hair examined.']
['But a group of number of Asian ethnic girls looked at the menu and the 4 listened to them and sat side by side.'],['But a group of number of Asian ethnic girls looked at the menu and the 4 listened to them and sat side by side.']
"['Four men in white, red, green and white shirt stood near the blue handrail, smiling for pictures.']","['Nearly four men in white, red and green shirt stood smiling at the picture.']"
"['As the musicians sat in a milk crate, playing accordions in front of a green doorway.']","['When the musicians sit down, they play accordion.']"
['A brightly lit food court with a blue table sat with a woman wearing a DNA badge and an Asian man wearing a blue.'],['Sitting women and Asian men in their DNA badges.']
['A towel loomed in front of the woman enjoying the blue water.'],['The women loomed.']
['A young man with a gray backpack and blue shirt placed a sign on a concrete pillar.'],['A young man with a gray backpack placed a sign on a concrete pillar.']
skip_because_no_change,skip
"['And another man, wearing a backpack with a yellow hat and blue shirt, sold ice cream treats in a street cart to a young girl and another man.']",['And a young girl and another man sold an ice cream treat to a man in a yellow hat and blue shirt who was wearing a backpack.']
"['And one gave a peace sign at each hand, as three young people, sitting together with food at the table.']","['And one gave a sign of peace, sitting together with food three young people.']"
['The man on the bench talked on a cellphone as he rode a motorized skateboard down the sidewalk with a hat man.'],['The man talked on the cellphone while a hat man rode a motorized skateboard down the sidewalk.']
"['Two men on the motorcycle looking at their white ice chests, wearing hats as well as looking like police officers.']","['Two men looking at their ice white chests, wearing hats as well as looking like police.']"
"['A black man in white clothing walked down cobbled streets, a blue cart of drinks.']",['A black man in white clothing walked down cobbled streets.']
['And people rushed to the depot station to board a bus there.'],['and people rushed to the depot station.']
"['As men walked along the street, they played drums.']",['The man played the drum while walking.']
['Two identical brown dogs with air-nasal noses in water.'],"['Two identical brown nosed dogs, both brown.']"
['Two women with skirts stood together behind a metal fence on a public street.'],['Two women with skirts stood together behind a metal fence.']
['Families trying to check things off the board named after loved ones who were lost after the earthquake are trying to do so.'],['Family trying to check board.']
"[""And some young Asian children who have taken some of their steps don't seem to notice that the people in the picture are taking them, they stand on top.""]","['And the young Asian children, some on the top steps, did not seem to notice the person taking the picture, standing.']"
skip_because_no_change,skip
['An elderly man standing up from his post sitting on a low post struggled to it.'],['An elderly man standing up from a low post struggled.']
['Police officers on the motorcycle sat at traffic lights to turn left.'],['The police were sitting to turn left.']
['A girl with cross-armed and a black jacket held a bag in the street in the rain.'],['The rain held the bag.']
['A hand-painted lady with a rolled piece of paper in her black shirt stood before the crowd.'],['A hand-held lady with a rolled piece of paper stood.']
skip_because_no_change,skip
"['And the man with a cellphone in a bag stood in front of a closed shop, eating a yellow popsicle.']",['And a cellphone man in a bag ate a yellow popsicle and stood.']
skip_because_no_change,skip
['The violin was played by an apparently elderly man on a street corner sitting in a floating chair.'],['The elderly man apparently busked the violin.']
"['A group of people, hanging in white dresses, rotated and hung, could use a harness connected almost a pair of vertical wires at a time.']",['A group of people can be a rotating group of people who are hung and dressed while the harness is connected.']
"['And another woman pushing a stroller talked to her about walking her dog, a woman in a gray t-shirt and white shorts and sunglasses.']","['And a woman with a dog in her lap talking in a gray t-shirt, shorts and sunglasses was walking.']"
['And the woman in the background smiled at them: a large amount of pigeons roamed the grassy tree area.'],"['And a large amount of pigeons roamed by, smiling at them at the woman.']"
"[""Here's a picture of a homeless man sleeping on a bench near the train station.""]","[""Here's a picture of a sleeping homeless man.""]"
['The item was viewed by a man with a pair at an outdoor location where the order was placed.'],['The item was viewed by a man with a pair.']
"[""A man holding a motorcycle helmet stood in front of a brightly colored building containing murphy's ice cream shop.""]","[""A man holding a motorcycle helmet stood in front of a brightly colored building containing murphy's ice cream shop.""]"
['One stood beside a tree where the sun shone through the leaves.'],['One person stood.']
skip_because_no_change,skip
['Two young boys in shorts played outside while police officers watched.'],['Two young boys in shorts played while the police officers watched.']
"['And in the background, the crowd, a teenaged boy in a white headband, looked right.']",['And the teenaged boy in white headband looked right in the crowd.']
"[""The male apron cook's backdrop was used to display grill-prepared dishes.""]","[""The dish was used for a male apron cook preparing the dish's backdrop.""]"
['Young couples walked by a typed mural of an ice cream parlor on a building door covered in graffiti.'],['Young couple walk.']
"['Young groups of people held hands while wearing colorful skirts, while two men discussed something in the background, smiling around other women and dancing.']","['Young groups of people held hands while wearing colorful skirts, while two men discussed something in the background, smiling around other women and dancing.']"
"[""And the pictures: an Asian woman in pink shirt looking through the camera's view.""]",['And the picture: an Asian woman in pink shirt looking through things.']
"['And another woman wiped her brows, drinking a bottle, sitting down amongst.']",['And another woman drank a bottle and sat down wiping her brows.']
"['The young man with the phone, in a backpack, black dio t-shirt and mohawk, looked at him.']","['The young man with the phone, in a backpack, looked at him.']"
"['A group of people sat together, one younger girl in a brown red blue shirt, another man in a blue shirt, an older woman in a blouse, the other in a beige black dress.']","['A group of people sat together, more girls in more red and brown shirt, another man in blue shirt, more women in blouses, more women in beige and black dresses.']"
"['Look down, the other holds a blue cup, smiles, the two women hold a beer bottle.']","['Look down, others hold blue cups, smile, two women hold beer bottles.']"
"['The children, women and men looked through the windows of a shop that sold at least a sandwich.']","['The children, women and men looked through the windows of a shop that sold at least a sandwich.']"
"['The man stood on the sidewalk near a lamp post, on the pillars that form part of the edifice.']",['The man stood.']
"['A man stood in the doorway, having a large mural portrait of a woman outside the wall.']",['A man stood with a large mural of a woman.']
['A woman in a white jacket and a man in a blue shirt with a black stripe walked down a narrow pathway.'],['A woman in a white jacket and a man in a blue shirt with a black stripe walked down a narrow pathway.']
['A man in a gray white and blue shirt cooks on the stove in the kitchen.'],"['Cooked by a man in a gray, white and blue shirt.']"
['Past a pizza restaurant on a busy street in a city corner and pacing a group of people.'],['And the group of people paced and stood.']
"['The men, in black jackets, helped set up the ice cream stand, with the help of a small boy in blue sweaters, and a girl holding a pole coated with a cotton candy bag.']",['Set up with the help of a man from an ice cream stand.']
"['And in this photograph a young boy with some kind of gesture in his hand, with a large belt, leaning on a fence bare with belts and blue gold and blue jean sat around a blue gate looking like a red and blue rail fence, focusing on a number of people.']","['And the main focus was the lean young boy with some kind of gesture, with a large belt and sitting in a number of people.']"
skip_because_no_change,skip
skip_because_no_change,skip
['Outside the festival a bunch of foodies fed them.'],['The festival is fed by a bunch of foodies.']
['A woman in a green shirt works within a large amount of vegetation at different stages of maturity.'],['Women in green shirts work.']
skip_because_no_change,skip
['A small child with short turquoise hair stood near a large tree.'],['A small child with short turquoise legs stood.']
"['And cars stand at intersections for red lights, people walking on the street.']",['and people walking to the red light.']
"['A woman with long hair walked beside two tall buildings, past a crowd of people and walked ahead.']","['A woman with long hair walked beside two tall buildings, past a crowd of people and walked ahead.']"
"['Blue mouthed, handied street musician with huge guitar in his hand with cigarettes.']","['Street musician, mouth, hands, huge guitar with cigarettes.']"
"['Holding the right hand, the other women in her chest, descendant of Asia, held her arms, looking at the camera from the chin.']","['Holding her chest, the other arm and chin, a woman from Asia descends, looking for a camera, holding her right hand.']"
['People walked through a carved out walkway along the side of the shop.'],['People walking through carved out walkways.']
['A man in a long shirts wrapped girlfriend watched a carnival game being shot with a gun while people looked straight ahead at the carnival game attendees.'],['A man in a long shirts wrapped girlfriend watched a carnival game being shot with a gun while people looked straight at the carnival game attendees.']
"['A young girl walked in a parade of white and orange, smiling.']","['A young girl walked by, round and round in white and orange, smiling.']"
['Other women in green and pink garb joined the street.'],['Other women joined them in green and pink garb.']
skip_because_no_change,skip
"['A woman in a blue gray shirt, shirt, shirt, black jacket and white shirt looking at this picture stood next to a man focusing on the blue camera that took this picture.']","['Looking at these pictures, a woman in blue gray shirt, shirt, shirt, black jacket and white shirt stood in her own midst in a tattered tattered hoodie.']"
['The crowd in the city watched street performers do acrobatic moves.'],['The crowd watched performers do acrobatic moves by colorful people.']
skip_because_no_change,skip
['But the men around stood beside the parking meters and sat in the crowd standing by.'],['But the men sitting around sitting in the standing crowd stood.']
"['Two men played chess in the park, but the other waited eagerly for their chance.']","['Two men played chess, but the other waited eagerly for the chance.']"
['Two women walked through a long wooden hallway with grinded floors and many light fixtures.'],['Two women walked.']
['Three people sat on the edge of a marble pool filled with green water.'],['Three people sat down.']
['A bicycle man leaning against the railing sits on the bench.'],['Leaning men on bicycles sat.']
['Two young men in white and black walked down the street with a girl in pattern leggings and pink shirt.'],['Two young men in white and black walked down with the girl in pattern leggings and a pink shirt.']
skip_because_no_change,skip
skip_because_no_change,skip
['People walked through Asian markets with red rafter-hung lanterns.'],['People walking through Asian markets with hanging red lanterns.']
"['An arm-less young woman with a child born, lying in bed, still with hospital bracelets.']","['Young, lying arm-women with still hospital bracelets and bearing children.']"
"['Two young children, one girl and one boy, played in brick wall watters.']","['Two young children, one girl and one boy, played.']"
skip_because_no_change,skip
['An elderly person in a black pant and white shirt walked down a scenic path in the park.'],['An elderly dresser walks down.']
['Young people in blue jeans and blue shirt passed by an Asian supermarket on a motorcycle.'],['Young people dressed in blue jeans and blue shirt passed by an Asian supermarket.']
['And the Asian man in plaid vests and jeans walked down the city streets carrying a white box.'],['And an Asian man in plaid vests and jeans carried a white box down.']
skip_because_no_change,skip
"['Holding close to the subway wrapper, a face-covered man in a red coat held his hands.']","['Holding the subway wrapper close to the face, the man is held close.']"
"['Two white men, both black, in black t-shirts and jeans, sat on the bench with drinks and sandwiches.']","['Two white men, black men in black t-shirts and jeans, sit with drinks and sandwiches.']"
skip_because_no_change,skip
['The apron man appeared to be prepared with some food in some red containers.'],['It appears that the apron man was prepared with some food.']
['Two young brothers with blond arms spread out behind each other in grass fields.'],['Two young blond brothers with arms spread out in grass fields.']
"['And people were sitting on benches, parking cars and buildings lined the red stone sidewalks.']",['And people were sitting on a red stone sidewalk lined with stones.']
['The two people dug through a leafy green tree and into the water on the other side.'],['The two people dug through a leafy green tree and into the water on the other side.']
['Looking over the railings at a woman enjoying herself.'],['Looking over the railings at a woman enjoying herself.']
"[""And the individuals in the foreground, hands raised, jumped up in the air, standing around a sign that read welcome to bienvenue...'' to a group of all ages.""]","['And the individuals jumped in the air with hands raised, standing around a sign that said ""Beautiful welcome"" to a group of all ages.']"
['Two women sat at lunch tables laughing at books and papers.'],['Sitting at the table laughing at the two women.']
skip_because_no_change,skip
"['Two people in work uniforms, one of them, were sitting at a small table, head sitting on arms.']","['Two people in work uniforms, one of them, were sitting at a small table, head sitting on arms.']"
['People stood alone in a large ditch with the background of the overpass.'],['People stand alone.']
['A man in hijab and pink blouse sat before an ancient brick building while a woman in a turban and blue and red shirt walked past.'],['But a man in hijab and pink blouse was sitting.']
['A small oriental girl with close eyes tried to look at herself through a telescope.'],['A small oriental girl with close eyes tried to look at herself through a telescope.']
['Tourists look at merchandise at English street vendors displaying maps and cards.'],['Tourists look at merchandise at English street vendors displaying maps and cards.']
skip_because_no_change,skip
['The woman played with a little boy in a white and blue shirt in a rottingham university district hoodie.'],['The woman played with a rottingham hoodie with a little boy in a white and blue shirt.']
"['Leaning against green metal in front of a large pile of dirt, an Asian child is leaning against green metal.']",['Asian children lean on.']
"['Two adults stood outside the building, five young children in direct contact with each other.']","['Two adults stood outside the building, five young children in direct contact with each other.']"
"['And another boy, in a book-wearing hat in green, was watching, a little boy in a large watch in gray dress lying on the table.']","['And another boy in a book dress was watching, a little boy in a large watch in gray dress lying on the table.']"
['A group of people around a table next to the meat laid on the table and hanged by a hook.'],['a group of people']
"['A man in a blue and green shirt walked by the building, by a woman in a black dress posting.']","[""A man in a blue and green shirt walked by a woman's post on a black dress.""]"
['The man in his nun costume had a cigarette in his mouth.'],['The man in the nun costume had a cigarette in his mouth.']
"[""But a man on the beach in black and white holding a bottle with no shirt and shorts lifted the blue towel in front of him, standing next to him, and said, It's my hand, I'm gonna be 'I'm gonna be 'I'm gonna be 'I'm gonna be 'I'm gonna be '""]","['But the older man, in his blue towel, lifted the other hand and held a bottle with no shirt and shorts.']"
"['And a picture-posing driver (two women) stopped him, as cyclists participating in the organized event crossed a large suspended bridge.']",['And the two-women posing driver stopped and cycled past.']
"['When pedestrians cross the street on sunny days, yellow vehicles stop them.']",['A yellow vehicle stopped when a pedestrian crossed on a sunny day.']
['An Indian-descended man stood in front of an outdoor market in front of a variety of produce.'],['A man of Indian descent stood.']
skip_because_no_change,skip
['A blue European automobile with a license plate parked in front of a crowd of people under a skinny white umbrella.'],['A blue European automobile with a license plate parked under a skinny white umbrella.']
['And the group of people walked in front of a mural where there was a woman on a ladder and stood.'],['And a group of people stood in front of the mural and walked.']
"['The trio of male musicians performed another third person on a bass guitar, one holding a harmonica, singing on a microphone and playing guitar.']","['The trio of male musicians performed another third person on a bass guitar, one holding a harmonica, singing on a microphone and playing guitar.']"
"['But on a crowded road a young woman with bare feet looked at people who seemed to be sleeping, and many were sleeping in some black shirt with yellow shirt, and many were walking down.']",['But a young woman with bare feet looked at a person who had apparently fallen asleep.']
"[""A painter's face playing violin played in front of a crowd.""]",['Played by a painter with a painted face in a violin concert.']
['But the other people looked on and saw a boy with a red wristband and a black shirt hanging down.'],['But the boy was hanged with a red wristband and black shirt.']
"['The boy, who also had yellow, held up a woman in glasses with a blue and gray shirt.']",['The boy was holding up a blue gray shirt.']
['A man in a dining area with tie and suit sat empty in an outdoor area other than empty.'],['A man with ties and suit sitting at the table.']
['The man walked on paved surfaces in circles around a large art mural.'],['The man walked.']
['and the two dogs that love to run are playing on the beach.'],['and two dogs playing and running.']
"['And one man did an obscure pose, the other three were outside the field.']","['And one man did an obscure pose, the other three.']"
"['The boy was sitting near trees and a lake, kissing the girl.']",['The boy kissed the girl while she sat.']
['A man in bright orange shirt stood in the middle of a group of people.'],['A man in bright orange shirt stood.']
"['In the background, a beautiful green mountain with blue skies and something white carrying, a man in blue shirt and shorts wandered through the shallow clear waters.']","['And with a blue sky and a mountain, and with a carrying man wandering in his shirts.']"
['A man in a black sweater walked along railroad tracks.'],['A man in a black sweater walked.']
"['The older gentleman sat in a dark room with little light, in a chair and on a small white table.']",['The gentleman sitting was more gentleman.']
"['The two young men were walking back to the camera, turning back to look at each other, the man in the background in headwear, in the background, and the three other women who were walking away.']","['Two young men were walking back to the back, turning back to look at each other, the man in the background, left, and the three other women who were walking away.']"
['There were several friends who took pictures apparently to stop them.'],['There were several friends who took to the stop.']
skip_because_no_change,skip
"['But others gathered around a green statue in the square, as a girl dressed in black sat on the curb next to a man in white shirt.']",['But the girl in dress was sitting.']
